ROL;NOMBRE;DIRECCI”N;GIRO;TIO PAPENTE
40148;FIGUEROA APABLAZA VIDALVA DEL CARMEN;SECTOR CARILEUFU KM. 17 CABURGUA;RESTAURANTE (SIN BAILE O ESPECTACULOS);ALCOHOLES
40164;GUAJARDO HERNANDEZ GRACIELA HAYDEE;FRESIA 243 B;RESTAURANTE DIURNO;ALCOHOLES
40177;SOC. GASTRONOMICA SDCH SABORES DE CHILE LTDA.;FRESIA 316 B - C;CAFETERIA BAR (SIN BAILE O ESPECTACULOS);ALCOHOLES
40183;SOC. COMERCIAL DE PRODUCTOS ALIMENTICIOS 297 S.P.A.;AVDA. BERNARDO OHIGGINS 415 L 1;CAFETERIA - ARTE;ALCOHOLES
40186;KUDEN SOCIEDAD ANONIMA;MIGUEL ANSORENA† 121;RESTAURANTE DIURNO;ALCOHOLES
40190;COMERCIALIZADORA DE EVENTOS Y RESTAURANT EL KRATER LIMITADA;AVDA. BERNARDO OHIGGINS 447-B;CANTINAS BARES PUBS Y TABERNAS;ALCOHOLES
40195;REYES NAVARRETE BERTALINA;EL CLARO 2435;MINIMERCADOS DE ALCOHOLES;ALCOHOLES
40198;VALENZUELA JARAMILLO JUANA;VILLA SAN PEDRO S/N;MINIMERCADOS DE ALCOHOLES;ALCOHOLES
40201;FLORES SAN MARTIN JUAN;DEL PILLAN 505;MINIMERCADO BEB. ALCOHOLICAS;ALCOHOLES
40202;REYES NAVARRETE BERTALINA;CAMINO INTERNACIONAL 2435;RESTAURANTE (SIN BAILE O ESPECTACULOS);ALCOHOLES
40203;REYES NAVARRETE BERTALINA;CAMINO INTERNACIONAL 2435;BAR;ALCOHOLES
40211;ALMUNA AREVALO MARISOL DEL CARMEN;"PALGUIN 610 ""B""";MINIMERCADO BEB. ALCOHOLICAS((PATENTE DADA EN ARRIENDO A† DO—A OLGA CLEMENTINA ARRATIA CARRASCO RUT 06.090.679-3);ALCOHOLES
40213;BUSTAMANTE GODOY MARIA;FRESIA 755;MINIMERCADO BEB. ALCOHOLICAS(MEF);ALCOHOLES
40214;VILLAGRAN SAFIRA JOHANA PATRICIA;GERONIMO DE ALDERETE† 665;RESTAURANTE DIURNO(MEF);ALCOHOLES
40215;APARA MANZUR JAZMIN MIRIAM;FRESIA 354 B;RESTAURANT DIURNO;ALCOHOLES
40219;GUTIERREZ ALAMOS RICARDO FERNANDO;BRASIL† 410;DEPOSITO DE BEBIDAS ALCOHOLICAS;ALCOHOLES
40222;INVERSIONES ROCK AND ROLL LIMITADA;PALGUIN 291;MINIMERCADO BEB. ALCOHOLICAS;ALCOHOLES
40224;CORDOVA HENRIQUEZ ANTONIA DEL CARMEN;FRESIA 260;HOTEL;ALCOHOLES
40226;INMOB. E INVERCIONES CORNEJO Y ALVAREZ LTDA.;PEDRO DE VALDIVIA 375;HOTEL;ALCOHOLES
40234;CHERYL PAOLA CASTILLO GUTIERREZ;CAMINO INTERNACIONAL KILOMETRO 3;MINIMERCADO BEB. ALCOHOLICAS;ALCOHOLES
40235;OLAVE RIFFO RAMON ALFONSO;FRESIA 765;MINIMERCADOS DE ALCOHOLES;ALCOHOLES
40237;PINILLA ESTUARDO IDELMINA HAYDEE;CAMINO A PLAYA BLANCA CABURGUA KM 1 CABURGUA;MINIMERCADO BEB. ALCOHOLICAS (MEF);ALCOHOLES
40238;CHOCOLATES CASSIS LIMITADA;FRESIA 223;RESTAURANT NOCTURNO;ALCOHOLES
40243;REYES SANDOVAL MARIA EMELINA;PARAGUAY 220;MINIMERCADO BEB. ALCOHOLICAS;ALCOHOLES
40245;MUÒOZ LINARES GABY DEL CARMEN;CAUPOLICAN† 655;MINIMERCADO BEBIDAS ALCOHOLICAS (DADA EN ARRIENDO A CAROLINA MORALES CARVACHO RUT 09.737.731-6);ALCOHOLES
40247;OPERACIONES TURISTICAS S.A.;CENTRO DE SKI VOLCAN VILLARRICA S/N;RESTAURANTE;ALCOHOLES
40252;NAHUELAN COLIHUEQUE JORGE;LUGAR PAILLACO S/N;MINIMERCADO BEB. ALCOHOLICAS;ALCOHOLES
40253;SOCIEDAD DE TURISMO Y COMERCIAL PUELCHE LTDA.;FRESIA 124;RESTAURANTE DIURNO;ALCOHOLES
40255;YOLITO BALART ANTONIO E HIJOS LIMITADA;AVDA. BERNARDO OHIGGINS 311 LOCAL 5;RESTAURANTE DIURNO;ALCOHOLES
40256;ROA ROA OLGA;COLO COLO 1064;MINIMERCADO BEB. ALCOHOLICAS(MEF);ALCOHOLES
40259;MONTERO Y VIDELA LIMITADA;FRESIA 236;RESTAURANTE NOCTURNO;ALCOHOLES
40279;VERGARA VALLADARES JORGE;SECTOR PALGUIN 465††† 1∫ PISO;RESTAURANT DIURNO M.E.F.;ALCOHOLES
40281;EPULEF† CISTERNA† JUAN† LUIS;LINCOYAN† 645;MINIMERCADO DE ALCOHOLES;ALCOHOLES
40284;SUPERMERCADO PUCON ORIENTE LIMITADA;CAM. INTERNACIONAL PUCON - CURARREHUE 2000;SUPERMERCADO DE ALCOHOLES Y SUP DE ALIMENTOS;ALCOHOLES
40291;MU—OZ OPAZO RAUL E HIJOS LIMITADA;CAMINO INTERNACIONAL 1615;HOTEL;ALCOHOLES
40292;CARRASCO TARDON XIMENA DE LOURDES;FRESIA 135-A;RESTAURANT DIURNO;ALCOHOLES
40297;BENJAMIN† ULLOA CALFIPAN;PASAJE DOS† N∫65;MINIMERCADO DE ALCOHOLES;ALCOHOLES
40306;PIANA STOCKHOLM CARLA SOFIA;LINCOYAN† 372-A;RESTAURANT DIURNO;ALCOHOLES
40308;MU—OZ QUEZADA MORELY CAROLINA;CAMINO AL VOLCAN† KM. 6;RESTAURANT DIURNO;ALCOHOLES
40310;TURISMO CH&CO LIMITADA;FRESIA 284;RESTAURANT DIURNO;ALCOHOLES
40313;TURISMO CH&CO LIMITADA;FRESIA 284;RESTAURANT NOCTURNO;ALCOHOLES
40315;COMERCIALIZADORA DE EVENTOS Y RESTAURANT EL KRATER LIMITADA;AV. B. OHIGGINS 447-B;RESTAURANT DIURNO;ALCOHOLES
40317;PALACIOS AVILES LAURA;ARAUCO 336;RESTAURANT NOCTURNO;ALCOHOLES
40319;KUDEN SOCIEDAD ANONIMA;MIGUEL ANSORENA† 121;RESTAURANT NOCTURNO;ALCOHOLES
40327;BRATZ GOLDAMMER LUTZ HARRO;CABURGUA S/N;RESTAURANT DIURNO;ALCOHOLES
40328;BRATZ GOLDAMMER LUTZ HARRO;CABURGUA S/N;RESTAURANT NOCTURNO;ALCOHOLES
40331;CANALES NAVARRO PROSPERO;LINCOYAN† 348;RESTAURANT NOCTURNO (PATENTE DADA EN ARRIENDO A† A OUTSIDERS S.P.A. RUT 76.271.236-9);ALCOHOLES
40332;YOLITO BALART ANTONIO E HIJOS LIMITADA;AVDA. BERNARDO OHIGGINS 311 LOCAL 5;RESTAURANT NOCTURNO;ALCOHOLES
40333;CARRASCO TARDON XIMENA DE LOURDES;FRESIA 135-A;RESTAURANT NOCTURNO;ALCOHOLES
40335;GUAJARDO HERNANDEZ GRACIELA HAYDEE;FRESIA 243 B;RESTAURANT NOCTURNO;ALCOHOLES
40337;BRNCIC Y OYARZO LTDA.;GENERAL URRUTIA† 635;RESTAURANT DIURNO;ALCOHOLES
40338;SOCIEDAD DE TURISMO Y COMERCIAL PUELCHE LTDA.;FRESIA 124;RESTAURANT NOCTURNO;ALCOHOLES
40340;VERGARA VALLADARES JORGE;SECTOR PALGUIN 465 1∫ PISO;RESTAURANT NOCTURNO M.E.F.;ALCOHOLES
40342;CHOCOLATES CASSIS LIMITADA;FRESIA 223;RESTAURANT DIURNO;ALCOHOLES
40349;EGIDIO RAFAEL OYARCE JUANICO;GENERAL URRUTIA† 407;RESTAURANT NOCTURNO (SIN ESPECTACULOS Y BAILE);ALCOHOLES
40356;TURISMO Y HOTELERA DEL VOLCAN LIMITADA;FRESIA 430;RESTAURANT DIURNO;ALCOHOLES
40357;TURISMO Y HOTELERA DEL VOLCAN LIMITADA;FRESIA 430;RESTAURANT NOCTURNO;ALCOHOLES
40358;RILDA IDA VICTORIANO† ARAYA;CABURGUA KM. 22 CABURGA;RESTAURANT DIURNO;ALCOHOLES
40359;RILDA IDA VICTORIANO† ARAYA;CABURGUA KM. 22 CABURGA;RESTAURANT NOCTURNO;ALCOHOLES
40362;PALMA LEON MARCELA LORETO;AVDA. BERNARDO OHIGGINS 460;RESTAURANT DIURNO - HOSTERIA;ALCOHOLES
40363;PALMA LEON MARCELA LORETO;AVDA. BERNARDO OHIGGINS 460;RESTAURANT NOCTURNO - HOSTERIA;ALCOHOLES
40367;FIORENTINI NESTOR OMAR;LINCOYAN†† 395 1∫ Y 2∫ PISO;RESTAURANT DIURNO (DADA EN ARRIENDO SOC. INVERSIONES DE LA P LTDA.);ALCOHOLES
40368;FIORENTINI NESTOR OMAR;LINCOYAN† 395† 1∫ Y 2∫ PISO;RESTAURANT NOCTURNO (DADA EN ARRIENDO SOC. INVERSIONES DE LA P LTDA.);ALCOHOLES
40369;PATRICIO UGARTE CORREA ECOTURISMO HUERQUEHUE PUCON EIRL;TINQUILCO PARCELA 13;RESTAURANTE DIURNO;ALCOHOLES
40370;PATRICIO UGARTE CORREA ECOTURISMO HUERQUEHUE PUCON EIRL;TINQUILCO PARCELA 13;RESTAURANTE NOCTURNO;ALCOHOLES
40371;CARRASCO CARRASCO HERTA;CAMINO PUCON- CABURGUA KM. 18 CABURGA;RESTAURANT DIURNO;ALCOHOLES
40372;CARRASCO CARRASCO HERTA;CAMINO PUCON- CABURGUA KM. 18 CABURGA;RESTAURANT NOCTURNO;ALCOHOLES
40373;MONTERO Y VIDELA LIMITADA;FRESIA 236;RESTAURANT DIURNO;ALCOHOLES
40378;INOSTROZA LEIVA† SILVIA† MABEL;MIGUEL ANSORENA† 271;RESTAURANT DIURNO;ALCOHOLES
40381;SUCESION AGUILA LUIS ALFREDO;FRESIA 477;RESTAURANTE NOCTURNO († PATENTE DADA EN ARRIENDO A SR. FRANZ VIKTOR KRAEMER GIULIANO RUT 13.255.613-K );ALCOHOLES
40382;RILDA IDA VICTORIANO† ARAYA;CABURGUA PLAYA NEGRA CABURGA;SUPERMERCADOS DE ALCOHOLES;ALCOHOLES
40384;MARÕA JOS… TRONCOSO SANTAMARÕA PROD GASTRON”MICOS E.I.R.L;AVDA. BERNARDO OHIGGINS 673;SUPERMERCADOS DE ALCOHOLES;ALCOHOLES
40385;AGUILERA COLIHUEQUE MARIELA DEL CARMEN;MIGUEL ANSORENA† 302;RESTAURANT DIURNO;ALCOHOLES
40386;AGUILERA COLIHUEQUE MARIELA DEL CARMEN;MIGUEL ANSORENA† 302;RESTAURANT NOCTURNO;ALCOHOLES
40389;COMERCIAL LA MARMITA Y COMPA—IA LIMITADA;FRESIA 300;RESTAURANT DIURNO;ALCOHOLES
40390;COMERCIAL LA MARMITA Y COMPA—IA LIMITADA;FRESIA 300;RESTAURANT NOCTURNO;ALCOHOLES
40391;BERNOUS SCHUFFENEGER JEANNETTE ELIZABETH;GENERAL URRUTIA† 424;SUPERMERCADO DE ALIMENTOS Y† ALCOHOLES;ALCOHOLES
40395;QUINTANA CHAVEZ HERMINDA;GENERAL URRUTIA† 417;RESTAURANT DIURNO;ALCOHOLES
40398;ALMUNA AREVALO MARISOL DEL CARMEN;PALGUIN 610;RESTAURANT DIURNO† ((PATENTE DADA EN ARRIENDO A† EDUARDO XXXX RUT XXXX);ALCOHOLES
40399;ALMUNA AREVALO MARISOL DEL CARMEN;PALGUIN 610;RESTAURANT NOCTURNO ((PATENTE DADA EN ARRIENDO A† XXXXX RUT XXX);ALCOHOLES
40400;SAN MARTIN ARANEDA ANA KARINA;GENERAL URRUTIA† 211;RESTAURANT DIURNO;ALCOHOLES
40401;SAN MARTIN ARANEDA ANA KARINA;GENERAL URRUTIA† 211;RESTAURANT NOCTURNO;ALCOHOLES
40402;PEREZ PE—A MARIELA;C. INTERNACIONAL KM. 4.5;SUPERMERCADO(MEF);ALCOHOLES
40412;JIMENEZ MU—OZ GLORIA;FRESIA 135;RESTAURANT DIURNO(MEF);ALCOHOLES
40413;JIMENEZ MU—OZ GLORIA;FRESIA 135;RESTAURANT NOCTURNO(MEF);ALCOHOLES
40416;SAMUR JORQUERA MARIA EUGENIA;AV. B. OHIGGINS 635-A;RESTAURANT DIURNO;ALCOHOLES
40417;SAMUR JORQUERA MARIA EUGENIA;AV. B. OHIGGINS 635-A;RESTAURANT NOCTURNO;ALCOHOLES
40420;SEPULVEDA HUALI—IR AMELIA;PLAYA NEGRA S/N;SUPERMERCADO†† (ALCOHOLES);ALCOHOLES
40430;SOCIEDAD GASTRONOMICA NOBIS VIETTI Y HATCHER LTDA.;LINCOYAN† 361;RESTAURANT DIURNO;ALCOHOLES
40431;SOCIEDAD GASTRONOMICA NOBIS VIETTI Y HATCHER LTDA.;LINCOYAN† 361;RESTAURANT NOCTURNO;ALCOHOLES
40434;HOTEL ANTUMALAL S.A.;CAMINO PUCON VILLARRICA KM. 2;HOTEL;ALCOHOLES
40435;KUDEN SOCIEDAD ANONIMA;CLEMENTE HOLZAPFEL† 190;HOTEL DE TURISMO;ALCOHOLES
40441;PIANA STOCKHOLM CARLA SOFIA;LINCOYAN† 372-A;RESTAURANT NOCTURNO;ALCOHOLES
40442;SUPERMERCADOS ELTIT LIMITADA;DEL PILLAN 425;SUPERMERCADOS;ALCOHOLES
40443;ESPINOZA LOBOS MARIA DE LA LUZ;CAMINO A CABURGUA† KM. 12 QUETROLEUFU CABURGA;RESTAURANT DIURNO;ALCOHOLES
40444;ESPINOZA LOBOS MARIA DE LA LUZ;CAMINO A CABURGUA† KM. 12 QUETROLEUFU CABURGA;RESTAURANT NOCTURNO;ALCOHOLES
40445;ESPINOZA LOBOS MARIA DE LA LUZ;CAMINO A CABURGUA† KM. 12 QUETROLEUFU CABURGA;SUPERMERCADO;ALCOHOLES
40451;LEEDS Y LEEDS LIMITADA;GERONIMO DE ALDERETE† 324;RESTAURANT DIURNO;ALCOHOLES
40452;COMERCIALIZADORA DE EVENTOS Y RESTAURANT EL KRATER LIMITADA;AV. B. OHIGGINS 447-B;RESTAURANT NOCTURNO;ALCOHOLES
40468;ROBLES ROBLES DAGOBERTO;SECTOR LLAFENCO S/N;RESTAURANT† DIURNO;ALCOHOLES
40469;ROBLES ROBLES DAGOBERTO;SECTOR LLAFENCO S/N;RESTAURANT NOCTURNO;ALCOHOLES
40473;ALVAREZ CARRASCO YOLANDA;FRESIA 125;RESTAURANT DIURNO (MEF);ALCOHOLES
40478;COMERCIAL LA MAGA LTDA.;GERONIMO DE ALDERETE† 276;RESTAURANT DIURNO;ALCOHOLES
40479;COMERCIAL LA MAGA LTDA.;GERONIMO DE ALDERETE† 276;RESTAURANT NOCTURNO;ALCOHOLES
40486;TURRA GUTIERREZ† HERNAN;CAMINO INTERNACIONAL KM. 3.5;RESTAURANT NOCTURNO(MEF);ALCOHOLES
40505;SOCIEDAD DE TURISMO PLAYA GRANDE LIMITADA;RAMON QUEZADA 0700;RESTAURANT DIURNO;ALCOHOLES
40506;SOCIEDAD DE TURISMO PLAYA GRANDE LIMITADA;RAMON QUEZADA 0700;RESTAURANT NOCTURNO;ALCOHOLES
40518;DIONILA IDETH† ESPARZA LAGO;CAMINO EX BALSA QUELHUE 030;RESTAURANT NOCTURNO(MEF);ALCOHOLES
40522;KUDEN SOCIEDAD ANONIMA;MIGUEL ANSORENA† 121;RESTAURANT DE TURISMO (CANTINA Y CABARET);ALCOHOLES
40523;BARRA MATAMALA EMA DEL CARMEN;PLAYA BLANCA CABURGUA S/N CABURGA;RESTAURANT DIURNO (M.E.F);ALCOHOLES
40524;BARRA MATAMALA EMA DEL CARMEN;PLAYA BLANCA CABURGUA S/N CABURGA;RESTAUTANT NOCTURNO (M.E.F);ALCOHOLES
40527;ALVAREZ CARRASCO YOLANDA;FRESIA 125;RESTAURANT NOCTURNO (MEF);ALCOHOLES
40529;JIMENEZ DIAZ ALEJANDRO;AVDA. BERNARDO OHIGGINS 480;RESTAURANT NOCTURNO (SIN BAILE O ESPECTACULO);ALCOHOLES
40532;LEEDS Y LEEDS LIMITADA;GERONIMO DE ALDERETE† 324;RESTAURANT NOCTURNO;ALCOHOLES
40541;GASTRONOMICA NAUKANA LIMITADA;COLO COLO 181;RESTAURANT DIURNO;ALCOHOLES
40542;GASTRONOMICA NAUKANA LIMITADA;COLO COLO 181;RESTAURANT NOCTURNO;ALCOHOLES
40543;BIERGARTEN LIMITADA;LINCOYAN† 361 LOCAL A;RESTAURANT DIURNO;ALCOHOLES
40544;BIERGARTEN LIMITADA;LINCOYAN† 361 LOCAL A;RESTAURANT NOCTURNO;ALCOHOLES
40545;MARTINEZ RIVAS LUISA GRACIELA;PASAJE ROLANDO MATUS 521;RESIDENCIAL (MEF);ALCOHOLES
40547;RUTH ESTER FUENTEALBA VELIS;CAMINO INTERNACIONAL 1824;RESTAURANT DIURNO;ALCOHOLES
40548;RUTH ESTER FUENTEALBA VELIS;CAMINO INTERNACIONAL 1824;RESTAURANT NOCTURNO;ALCOHOLES
40550;VIDAURRE COVARRUBIAS JUAN;PEDRO DE VALDIVIA 333;RESTAURANT DIURNO (MEF);ALCOHOLES
40551;VIDAURRE COVARRUBIAS JUAN;PEDRO DE VALDIVIA 333;RESTAURANT NOCTURNO (MEF);ALCOHOLES
40552;PEUMAYEN HOTELERIA Y TURISMO LIMITADA;CAMINO A HUIFE KM27 REFUGIO DEL PIC;RESTAURANT DIURNO;ALCOHOLES
40553;PEUMAYEN HOTELERIA Y TURISMO LIMITADA;CAMINO A HUIFE KM27 REFUGIO DEL PIC;RESTAURANT NOCTURNO;ALCOHOLES
40554;PINILLA ESTUARDO IDELMINA HAYDEE;CAMINO A PLAYA BLANCA CABURGUA KM. 1†;RESTAURANT DIURNO (MEF);ALCOHOLES
40555;PINILLA ESTUARDO IDELMINA HAYDEE;CAMINO A PLAYA BLANCA CABURGUA KM 1;RESTAURANT NOCTURNO (MEF);ALCOHOLES
40558;PEUMAYEN HOTELERIA Y TURISMO LIMITADA;CAMINO A HUIFE KM 27;RESTAURANT DIURNO;ALCOHOLES
40559;PEUMAYEN HOTELERIA Y TURISMO LIMITADA;CAMINO A HUIFE KM 27;RESTAURANT NOCTURNO;ALCOHOLES
40560;EMA ROSA SILVA REYES;MIGUEL ANSORENA† 303;RESTAURANT DIURNO;ALCOHOLES
40561;EMA ROSA SILVA REYES;MIGUEL ANSORENA† 303;RESTAURANT NOCTURNO;ALCOHOLES
40562;GUSTAVO PEDRO LAGOS BORGEAUD;PALGUIN 836;SUPERMERCADO (MEF);ALCOHOLES
40565;COMERCIAL LATITUD SUR LIMITADA;GENERAL URRUTIA† 123 LOCAL 13 Y 14;RESTAURANT DIURNO;ALCOHOLES
40566;COMERCIAL LATITUD SUR LIMITADA;GENERAL URRUTIA†† 123 LOCAL 13 Y 14;RESTAURANT NOCTURNO;ALCOHOLES
40567;PAULA FRANCISCA MONARES GUAJARDO;FRESIA 161;RESTAURANT DIURNO (MEF);ALCOHOLES
40568;PAULA FRANCISCA MONARES GUAJARDO;FRESIA 161;RESTAURANT NOCTURNO (MEF);ALCOHOLES
40576;ELTIT JADUE RICARDO BENJAMIN SALOMON;AVDA. BERNARDO OHIGGINS 660 LOCALES 1 Y 2;RESTAURANT DIURNO (PATENTE DADA EN ARRIENDO A OUTSIDERS S.P.A. RUT 76.271.236-9);ALCOHOLES
40577;ELTIT JADUE RICARDO BENJAMIN SALOMON;AVDA. BERNARDO OHIGGINS 660 LOCALES 1 Y 2;RESTAURANT NOCTURNO (PATENTE DADA EN ARRIENDO A OUTSIDERS S.P.A. RUT 76.271.236-9);ALCOHOLES
40580;SOC. GASTRONOMICA SDCH SABORES DE CHILE LTDA.;MIGUEL ANSORENA† 212;RESTAURANT DIURNO;ALCOHOLES
40581;SOC. GASTRONOMICA SDCH SABORES DE CHILE LTDA.;MIGUEL ANSORENA† 212;RESTAURANT NOCTURNO;ALCOHOLES
40582;RODRÕGUEZ MU—OZ RUTH ELIANA;SECTOR CABURGUA S/N (PLAYA NEGRA);RESTAURANT DIURNO - PUESTO DE ALIMENTOS- ESTACIONAMIENTO (MEF);ALCOHOLES
40583;RODRÕGUEZ MU—OZ RUTH ELIANA;CABURGUA S/N (PLAYA NEGRA);RESTAURANT NOCTURNO(MEF);ALCOHOLES
40586;CHARNOCK S¡NCHEZ KATHERINE DEL ROSARIO;CAMINO A CABURGUA† KM 19 SECTOR LA QUIN;RESTAURANT DIURNO (MEF);ALCOHOLES
40587;CHARNOCK S¡NCHEZ KATHERINE DEL ROSARIO;CAMINO A CABURGUA† KM 19 SECTOR LA QUIN;RESTAURANT NOCTURNO (MEF);ALCOHOLES
40592;LUIS RAUL SALDIVIA RIVAS INVERSIONES SANTA MARTINA E.I.R.L.;AVDA. BERNARDO OHIGGINS 717 LOCAL 14;RESTAURANT DIURNO;ALCOHOLES
40593;LUIS RAUL SALDIVIA RIVAS INVERSIONES SANTA MARTINA E.I.R.L.;AVDA. BERNARDO OHIGGINS 717 LOCAL 14;RESTAURANT NOCTURNO;ALCOHOLES
40598;GONZALEZ FIGUEROA MARIA ALEJANDRA;CAMINO INTERNACIONAL 1615 (INTERIOR);ELABORACION Y COMERCIALIZACION DE CERVEZA (MEF);ALCOHOLES
40599;BENAVENTE HORMAZABAL EUGENIO RODRIGO;CAMINO INTERNACIONAL KM 25 SECTOR MENETUE;RESTAURANT DIURNO;ALCOHOLES
40600;BENAVENTE HORMAZABAL EUGENIO RODRIGO;CAMINO INTERNACIONAL KM 25 SECTOR MENETUE;RESTAURANT NOCTURNO;ALCOHOLES
40601;SOLÕS ROA JOS… EDUARDO;PALGUIN 383;RESTAURANT DIURNO MEF;ALCOHOLES
40602;SOLÕS ROA JOS… EDUARDO;PALGUIN 383;RESTAURANT NOCTURNO MEF;ALCOHOLES
40603;SOC. HOTELERA Y GASTRONOMICA HUIFE LTDA.;CAMINO PUCON HUIFE KM 33 HUIFE;RESTAURANT DIURNO;ALCOHOLES
40604;SOC. HOTELERA Y GASTRONOMICA HUIFE LTDA.;CAMINO PUCON HUIFE KM 33 HUIFE;RESTAURANT NOCTURNO;ALCOHOLES
40605;SOC. HOTELERA Y GASTRONOMICA HUIFE LTDA.;CAMINO PUCON HUIFE KM 33 HUIFE;HOTEL - CABA—AS;ALCOHOLES
40607;URRA AVILES MARCOS JAVIER;CAMINO PUCON- CABURGUA KM 12 QUETROLEUFU;RESTAURANT DIURNO (MEF);ALCOHOLES
40611;SOCIEDAD Y SERVICIOS GASTRONOMICOS EL UNO LIMITADA;BRASIL† 301;RESTAURANT DIURNO;ALCOHOLES
40612;SOCIEDAD Y SERVICIOS GASTRONOMICOS EL UNO LIMITADA;BRASIL† 301;RESTAURANT NOCTURNO;ALCOHOLES
40615;RENDIC HERMANOS S. A.;AVDA. BERNARDO OHIGGINS 752;SUPERMERCADO;ALCOHOLES
40618;APARA MANZUR JAZMIN MIRIAM;FRESIA 354-B;RESTAURANT NOCTURNO;ALCOHOLES
40621;IDALBA PINO FLORES;PARAGUAY 215;RESIDENCIAL (MEF);ALCOHOLES
40624;ADMINISTRADORA DE SUPERMERCADO EXPRESS LTDA.;AVDA. BERNARDO OHIGGINS 964;SUPERMERCADO- LOCAL DE EXPENDIO Y ELABORACION DE ALIMENTOS;ALCOHOLES
40625;MARCELO CLAUDIO GONZALEZ ESPINOZA;CAMINO PUCON- CABURGUA KM 10;RESTAURANT DIURNO (MEF);ALCOHOLES
40626;MARCELO CLAUDIO GONZALEZ ESPINOZA;CAMINO PUCON- CABURGUA KM 10;RESTAURANT NOCTURNO (MEF);ALCOHOLES
40627;TATIANA REYES RESTAURANT E.I.R.L.;AVDA. BERNARDO OHIGGINS 575;RESTAURANTDIURNO - HOSPEDAJE† (MEF);ALCOHOLES
40628;TATIANA REYES RESTAURANT E.I.R.L.;AVDA. BERNARDO OHIGGINS 575;RESTAURANT NOCTURNO(MEF);ALCOHOLES
40629;IDALBA PINO FLORES;PARAGUAY 215;RESTAURANT DIURNO (MEF);ALCOHOLES
40630;IDALBA PINO FLORES;PARAGUAY 215;RESTAURANT NOCTURNO (MEF);ALCOHOLES
40631;ZUNILDA BADILLA HERRERA;PEDRO DE VALDIVIA 12;RESTAURANT DIURNO;ALCOHOLES
40632;ZUNILDA BADILLA HERRERA;PEDRO DE VALDIVIA 12;RESTAURANT NOCTURNO;ALCOHOLES
40633;INMOBILIARIA PUCON ANDINA LTDA.;BRASIL† 640;HOTEL;ALCOHOLES
40636;COMERCIAL SANDRA EDITH QUINTEROS SANDOVAL E.I.R.L.;ECUADOR† 345;RESTAURANT DIURNO (MEF);ALCOHOLES
40637;GREEN PARK SPA;CAMINO INTERNACIONAL 4150;HOTEL;ALCOHOLES
40638;GREEN PARK SPA;CAMINO INTERNACIONAL 4150;RESTAURANT DIURNO;ALCOHOLES
40639;GREEN PARK SPA;CAMINO INTERNACIONAL 4150;RESTAURANT NOCTURNO;ALCOHOLES
40640;PALACIOS AVILES LAURA;ARAUCO 336;RESIDENCIAL;ALCOHOLES
40641;COMERCIALIZADORA IMPORTADORA Y CONSTRUCTORA CASA FULL LTDA;FRESIA 223 LOCAL 2;AGENCIA† DE VI—A O INDUSTRIA DE LICORES ESTABLECIDAS FUERA DE LA COMUNA (S”LO ACREDITA LA CERTIFICACION PARA LA† VENTA DE CERVEZA BACO Y DEL DUENDE);ALCOHOLES
40642;COMERCIALIZADORA IMPORTADORA Y CONSTRUCTORA CASA FULL LTDA;FRESIA 316-A;AGENCIA† DE VI—A O INDUSTRIA DE LICORES ESTABLECIDAS FUERA DE LA COMUNA (S”LO ACREDITA LA CERTIFICACION PARA LA† VENTA DE CERVEZA BACO Y DEL DUENDE);ALCOHOLES
40643;MU—OZ QUINTANA ROSA OTILIA;GENERAL URRUTIA† 447;RESTAURANT DIURNO;ALCOHOLES
40644;MU—OZ QUINTANA ROSA OTILIA;GENERAL URRUTIA† 447;RESTAURANT NOCTURNO;ALCOHOLES
