ROL;NOMBRE;DIRECCI”N;GIRO;TIO PAPENTE
21131;BRNCIC Y OYARZO LTDA.;GENERAL URRUTIA† 635;RESTAURANT COMERCIAL;COMERCIALES
21132;SOCIEDAD DE TURISMO Y COMERCIAL PUELCHE LTDA.;FRESIA 124;RESTAURANT COMERCIAL;COMERCIALES
21133;PROMOTORA C.M.R.† S.A.;AV. B. OHIGGINS 112 L 9-10-11;SERVICIOS FINANCIERO NO CLASIFICADOS;COMERCIALES
21134;VERGARA VALLADARES JORGE;SECTOR PALGUIN 465 1∫ PISO;RESTAURANT COMERCIAL M.E.F.;COMERCIALES
21138;CRUZ VALENZUELA LILIANA LUZ;AV. B. OHIGGINS 660 LOCAL 4;LAVANDERIA;COMERCIALES
21139;FIGUEROA LAGOS SERGIO EDUARDO;LAS AZALEAS 379;PROVISIONES;COMERCIALES
21141;CANALES MAC IVER CAROLINA ROSA;CAMINO PASARELA QUELHUE 1.100;CABA—AS;COMERCIALES
21142;PABLO ACU—A CIFUENTES;URUGUAY† 575;VENTA DE ACCESORIOS (M.E.F);COMERCIALES
21144;YANETT FIRONA ROBLES OSSES;LOS HELECHOS 169;VENTA DE ARTICULOS† DE LENCERIA† BAZAR CORDONERIA† Y PAQUETERIA(MEF);COMERCIALES
21145;IDIOMAS Y CAPACITACI”N LTDA.;URUGUAY† 235;CENTRO DE CAPACITACI”N;COMERCIALES
21147;SOC. COMERCIAL ARANEDA Y LIECHTI LTDA.;MIGUEL ANSORENA† 425 LOCAL 4;SERVICIOS TURISTICOS;COMERCIALES
21148;PONCE VECHER MARIELA DEL CARMEN;MIGUEL ANSORENA† 475 LOCAL 8;VENTA DE ARTESANIA;COMERCIALES
21154;HAUCK FOLATRE SOLANGE ISABEL ANDREA;CAMINO PUCON VILLARRICA S/N;RESIDENCIAL (SIN ALIMENTOS NI ALCOHOL);COMERCIALES
21155;SOC. INV. VALLEJOS TORREJON LTDA.;CAMINO INTERNACIONAL 1870;RESIDENCIAL (S/SERV. DE ALIMENTOS);COMERCIALES
21156;BECKER THIERS HELMUT HECTOR;CAMINO AL VOLCAN† KM. 7;ALOJAMIENTO DE PERSONAS Y CABA—AS MEF;COMERCIALES
21157;BECKER THIERS HELMUT HECTOR;CAMINO AL VOLCAN† KM.7;CAMPING;COMERCIALES
21158;BECKER THIERS HELMUT HECTOR;CAMINO AL VOLCAN† KM.7;ARRIENDO DE EQUIPOS DE NIEVE;COMERCIALES
21162;COMERCIAL HIMALAYA LIMITADA;FRESIA 224;VENTA DE MUEBLES MUEBLERIAS;COMERCIALES
21172;MORA RODRIGUEZ† JOSE;CAMINO INTERNACIONAL - INTERIOR 4000;ARRIENDO CABA—AS M.E.F.;COMERCIALES
21173;SFERRETTI Y CIA LTDA.;FRESIA 275 LOCAL 7;SALA DE VENTAS TEJIDOS Y ACCESORIOS;COMERCIALES
21176;VASQUEZ NOVOA EDITH ISOLDE;LOS TULIPANES 51;IMPRESOS Y VTA. DE CIGARRILLOS CONFITERIA Y OTROS;COMERCIALES
21178;SAEZ INOSTROZA MONICA REGINA;LOS RISCOS S/N;.FABRICACION DE MUEBLES (MEF);COMERCIALES
21183;EDGAR CARTER RASCHEYA Y OTRO;ROBERTO GEISS 769;CAMPING (MEF);COMERCIALES
21186;FIORENTINI NESTOR OMAR;LINCOYAN† 395;SALONES DE TE SIN VENTA DE ALCOHOL(DADA EN ARRIENDO A SOC. INVERSIONES DE LA P LIMITADA);COMERCIALES
21187;EPUIN CHAVEZ LUIS ALEJANDRO;CAMINO PUCON- CABURGUA KM.N∫ 15;PROVISIONES (M.E.F);COMERCIALES
21189;ABARZUA AVILA GINETTE JACQUELINE;CABURGUA PARCELA N∫ 27 CABURGA;ARRIENDO DE CABA—AS;COMERCIALES
21190;RILDA IDA VICTORIANO† ARAYA;CABURGUA KM. 22 CABURGA;RESTAURANT COMERCIAL;COMERCIALES
21192;VALDEBENITO CIFUENTES CRISTIAN YABET;LINCOYAN† 372 - A;FUENTE DE SODA;COMERCIALES
21199;CIFUENTES LIEMPI MATILDE DEL CARMEN;CAMINO PUCON- CABURGUA KM. 12 PARCELA 10;KIOSKO DE PROVISIONES - CAMPING (MEF);COMERCIALES
21200;DELGADILLO GARRIDO VIVIANA SOLEDAD;ADELA JORQUERA 846;HOSPEDAJE† M.E.F.;COMERCIALES
21201;CIFUENTES† RETAMAL† HELIA;ARAUCO 272;HOSPEDAJE;COMERCIALES
21203;VALENCIA MILLON NELLY;BRASIL† 465;CABA—AS;COMERCIALES
21205;FIORENTINI NESTOR OMAR;LINCOYAN† 395 1∫ Y 2∫ PISO;RESTAURANT COMERCIAL (DADA EN ARRIENDO SOC. INVERSIONES DE LA P LTDA.);COMERCIALES
21206;PATRICIO UGARTE CORREA ECOTURISMO HUERQUEHUE PUCON EIRL;TINQUILCO PARCELA 13;RESTAURANTE COMERCIAL - ECOTURISMO;COMERCIALES
21208;LIZANA HERRERA CECILIA DE LAS MERCEDES;MIGUEL ANSORENA† 565† L 9;ARTICULOS TIPICOS (ARTESANIA);COMERCIALES
21213;CRISOSTO URRA MARTA REBECA;CABURGUA S/N CABURGA;KIOSKO DE PROVISIONES Y VERDULERIA (MEF);COMERCIALES
21217;MU—OZ QUINTANA ROSA OTILIA;GENERAL URRUTIA† 447;RESTAURAN COMERCIAL† (MEF);COMERCIALES
21223;CASTILLO LUENGO GEOGINA;PLAYA NEGRA CABURGUA S/N CABURGA;CAMPING Y PROVISIONES;COMERCIALES
21224;GALLARDO LOYOLA† MIRIAM LUZ;PALGUIN 460;PELUQUERIAS Y SALONES DE BELLEZA;COMERCIALES
21227;DORAMA OVIDIA PE—A BUSTOS;MIGUEL ANSORENA† 475;ARTESANIA;COMERCIALES
21230;VILLAGRAN SAFIRA JOHANA PATRICIA;GERONIMO DE ALDERETE† 665;HOSTAL (MEF);COMERCIALES
21234;MU—OZ GUTIERREZ GERMAN;CAMINO AL VOLCAN† KM. 8;M.E.F. CAMPING QUIOSCO DE HELADOS, BEBIDAS CONFITES( MEF);COMERCIALES
21235;CHAVEZ RIFFO OLGA PATRICIA;ALCALDE CARLOS BARRA† 1780;CENTRO DE LLAMADO S. INTERNET LIBRERIA VTA. COMP. BAZAR;COMERCIALES
21238;OPAZO RIVERA LUIS GABRIEL;BRASIL† 625 - B;CARNICERIAS - ROTISERIA;COMERCIALES
21240;HENRIQUEZ GATICA JUAN AGUSTIN;COLO COLO 430;TALLER DE REPARACION DE BICICLETAS- VENTA DE REPUESTOS VARIOS;COMERCIALES
21245;SOC. DE CABA—AS Y SERVICIOS EL OBSERVATORIO LTDA.;CM. AL VOLCAN KM. 7 S/N;CABA—AS;COMERCIALES
21246;FAURE FERNANDEZ† ALEJANDRO EMILIO;FRESIA 415 LOCAL 10;CENTRO DE INTERNET SUMINISTROS COMPUTACIONALES/VENTA DE HELADOENVASADO Y JUGOS GRANIZADOS;COMERCIALES
21247;GUTIERREZ ALAMOS RICARDO FERNANDO;MIGUEL ANSORENA† 425 LOCAL 3;VENTA DE CONFITES HELADOS ENVASADOS;COMERCIALES
21250;MORALES CARVACHO CAROLINA† YANETTE;CAUPOLICAN† 655;CORREDOR DE PROPIEDADES - PUBLICIDAD - AGENCIA DE TURISMO -†† CABA—AS(MEF);COMERCIALES
21254;SAFIRA JAMIS GLADYS;MIGUEL ANSORENA† 390;VENTA DE CONFITES HELADOS Y BEBIDAS ENVASADAS;COMERCIALES
21257;COMERCIAL GALPON VERDE LIMITADA;C. INTERNACIONAL 2000††† L05;ARMERIAS, ARTICULOS DE CAZA Y PESCA;COMERCIALES
21258;FARMACIA PUCON LIMIDATA;C. INTERNACIONAL 2000†† L 01;FARMACIA Y PERFUMERIA;COMERCIALES
21259;FERRETERIA ELTIT LIMITADA;CAM. INTERNACIONAL PUCON - CURARREHUE 2000;FERRETERIAS Y ALMACENES DE PINTURA,BARNICES Y UTENCILIOS PARA PINTORES Y HERRAMIENTAS EN GENERAL;COMERCIALES
21261;FARMACIAS CRUZ† VERDE S.A.;AVDA. BERNARDO OHIGGINS 302;FARMACIA Y PERFUMERIA;COMERCIALES
21268;VILLARROEL BURGOS BERNARDO ARTURO;EL ARRAYAN 200;PROVISONES Y JUEGOS ELECTRONICOS;COMERCIALES
21271;JEREZ JEREZ ANGELICA CECILIA;ALCALDE CARLOS BARRA† 1805;PROVISIONES -BAZAR† MEF;COMERCIALES
21272;CARI CHAMBILLA MARCO ANTONIO;MIGUEL ANSORENA† 450;PROVISIONES- COMIDA AL PASO;COMERCIALES
21274;PINAUD RODRIGUEZ PATRICIO EDUARDO;DEL PILLAN 101;C. DE LLAMADOS - INTERNET - CONFITES - BEBIDAS Y HOSTEL(MEF);COMERCIALES
21278;MARIN ORELLANA ENRIQUE ALEJANDRO;MIGUEL ANSORENA† 475;ARTICULOS TIPICOS (ARTESANIA);COMERCIALES
21284;RAMOS FIERRO RODRIGO ANDRES;RIO TRANCURA 40;PROVISIONES(MEF);COMERCIALES
21291;TOGNARELLI BARRAGAN ROBERTO EUGENIO;PASAJE EPUIN S/N;CABA—AS (MEF);COMERCIALES
21293;SOLAR FIGUEROA MARIA MAGDALENA;BRASIL† 420;LAVANDERIA;COMERCIALES
21299;FARMACIAS AHUMADAS;AV. B. OHIGGINS 412;FARMACIA Y PERFUMERIA;COMERCIALES
21301;ORMAZABAL APABLAZA ANA MARIA;BRASIL† 324† L 1;CORREDOR DE PROPIEDADES;COMERCIALES
21303;SOC. EDUCACIONAL RAITRAI LTDA.;C. INTERNACIONAL 2200;COLEGIO;COMERCIALES
21304;BARRA CARRASCO FRANCISCA YOLANDA;AV. B. OHIGGINS 1216;ALOJAMIENTO DE PERSONAS (M.E.F);COMERCIALES
21305;ROA ROA OLGA;COLO COLO 1064;PROVISIONES;COMERCIALES
21306;TRECANAO PINCHEIRA OSCAR HERNAN;CACIQUE PAILLALEF 915;ENVASADORA DE ALI—OS Y FRUTAS SECAS(MEF);COMERCIALES
21307;PEREZ OBREQUE HULDA CLEMENTINA;VOLCAN VILLARRICA 1300;PROVISIONES;COMERCIALES
21308;CURILEF RIVERA EVIA RAQUEL;SECTOR QUETROLEUFU KM. 12;PROVISIONES (MEF);COMERCIALES
21311;TURISMO MISI LIMITADA;SAN LUIS KM.27;TERMAS;COMERCIALES
21313;PELLET MU—OZ ELIZABETH HORTENSIA;PALGUIN† 675† 2∫ NIVEL†;HOSPEDAJE (SIN ALIMENTACION);COMERCIALES
21314;ALMUNA AREVALO MARISOL DEL CARMEN;PALGUIN 610;RESTAURANT COMERCIAL (PATENTE DADA EN ARRIENDO XXXX;COMERCIALES
21320;CHILEXPRESS† SA.;FRESIA 405 LOCAL N 7;CORREO PRIVADO Y TRANSACCIONES DE DINERO;COMERCIALES
21321;HUENCHULEO RAMIREZ CRISTIAN RAUL;PASAJE LOS BOLDOS 101;TOUR OPERADOR (MEF);COMERCIALES
21322;INDUSTRIAS† MAGISUR LIMITADA;COLO COLO 343;VIVERO Y OFICINA DE INFORMACION;COMERCIALES
21329;GUTIERREZ PAREJA VALERIA† ANDREA;CAMINO A HUIFE KM. 30;CAFETERIA - VENTA DE CONFITES BEBIDAS Y HELADOS ENVASADOS;COMERCIALES
21334;COMERCIAL TERRA SOL LIMITADA;FRESIA 224 LOCAL 7;BAZAR;COMERCIALES
21335;INMOBILIARIA PARQUE JARDIN PUCON S.A.;CAMINO INTERNACIONAL KM 6;CEMENTERIO PARTICULAR TIPO PARQUE;COMERCIALES
21346;HERNANDEZ ITURRA ENZO JOEL;LOS AVELLANOS 1373;PROVISIONES†† M.E.F.;COMERCIALES
21347;MU—OZ GEBERT FELIX R.;MIGUEL ANSORENA† 645;HOSPEDAJE;COMERCIALES
21349;PARDO SUAZO RAQUEL ELIANA;CACIQUE PAILLALEF 900;CENTRO DE LLAMADOS ARTICULOS LIBRERIA BEBIDAS Y CONFITES(MEF);COMERCIALES
21350;ELGUETA TRAUB MIRIAM;MIGUEL ANSORENA† 221;CABA—AS;COMERCIALES
21351;SIERRA MORENO LIA† SUN-GEN;CAMINO A HUIFE KM. 26;VENTA DE CONFITES BEBIDAS HELADOS ENVASADOS† M.E.F.;COMERCIALES
21355;ZERENE MISLE ANDREA ALEJANDRA;PJE. CHILE 250;VIDRIOS Y ALUMINIOS;COMERCIALES
21356;AGUILA NU—EZ LUIS SANTIAGO;URUGUAY† 125-A;MANTENCION - REPARACION Y VENT DE ARTICULOS ELECTRONICOS;COMERCIALES
21357;COLIN Y MANDIOLA S.A.;SECTOR METRE—EHUE KM 10;TURISMO AVENTURA;COMERCIALES
21358;SAMUR JORQUERA MARIA EUGENIA;AV. B. OHIGGINS 635-A;RESTAURANT COMERCIAL;COMERCIALES
21361;IBA—EZ HOPP JOSE MAXIMO SEGUNDO;URUGUAY† 539;TALLER MECANICA (MEF);COMERCIALES
21365;FRANZGROTE LUIS GERARDO;PASAJE ARRIAGADA KM. 1.5;SALA DE VENTA DE MUEBLES (M.E.F);COMERCIALES
21369;SOCIEDAD GASTRONOMICA NOBIS VIETTI Y HATCHER LTDA.;LINCOYAN† 361;RESTAURANT COMERCIAL;COMERCIALES
21374;COLIHUEQUE VARGAS JUAN RODRIGO;CAMINO INTERNACIONAL 1625;MUEBLERIAS ARTESANIAS Y OBRAS MENORES;COMERCIALES
21382;FABRICA DE QUESOS DANIEL MATHIAS HANY E.I.R.L.;MIGUEL ANSORENA† 438 LOCAL 1;PROVISIONES;COMERCIALES
21383;ENJOY GESTION LIMITADA;MIGUEL ANSORENA† 23;PROMOCION MARKETING Y PUBLICIDAD COMERC. DE PROD. PROMOCIONALES;COMERCIALES
21385;DHITEL LIMITADA;MIGUEL ANSORENA† 438;TELECOMUNICACIONES;COMERCIALES
21387;ANTIVIL DURAN JUAN EMILIO;AVDA. BERNARDO OHIGGINS 391 C;PRENDAS DE VESTIR (MEF);COMERCIALES
21391;VALDEBENITO SILVA Y OTRO ESTELA DEL CARMEN;ARAUCO 243;ARTICULOS TIPICOS (ARTESANIA);COMERCIALES
21392;ASESORIA TRIBUTARIA Y TECNICA EN CONTABILIDAD LIMITADA;MIGUEL ANSORENA† 485 LOCAL 13;OFICINA DE CONTABILIDAD;COMERCIALES
21397;RENTA CAR JOSE RODRIGO ARCOS GAJARDO EIRL;PALGUIN 212;OFICINA DE ARRIENDO DE AUTOM”VILES;COMERCIALES
21398;CASAS D & L PUCON LTDA.;GERONIMO DE ALDERETE† 283 OF. 31;OFICINA EMPRESA CONSTRUCTORA;COMERCIALES
21399;FIGUEROA LARA GERMAN ANTONIO;PASAJE LAS ROSAS 590;HOSPEDAJE C/VENTA DE ART. DEP. NUEVOS Y USADOS SERVICIOS TURISTICOS(MEF);COMERCIALES
21402;ESPINOZA LOBOS MARIA DE LA LUZ;CAMINO A CABURGUA† KM. 12 QUETROLEUFU CABURGA;RESTAURANT COMERCIAL;COMERCIALES
21403;HUENTECURA LIEMPI CRISTIAN;PALGUIN 575;BAZAR PAQUETERIA;COMERCIALES
21407;ELECTRICIDAD Y PROYECTOS LIMITADA;LAS VIOLETAS 28;CONTRATISTAS Y SUBCONTRATISTAS;COMERCIALES
21409;SCHMEISSER ADEL ELIZABETH MARTA;GERONIMO DE ALDERETE† 275 LOCAL 1;ARTESANIA VESTUARIO CALZADO ARTE;COMERCIALES
21412;COMERCIAL GALPON VERDE LIMITADA;FRESIA 380;TIENDA;COMERCIALES
21415;LEEDS Y LEEDS LIMITADA;GERONIMO DE ALDERETE† 324;RESTAURANT COMERCIAL;COMERCIALES
21417;SUCESION AGUILA LUIS ALFREDO;FRESIA 477;RESTAURANT COMERCIAL( PATENTE DADA EN ARRIENDO A SR. FRANZ VIKTOR KRAEMER GIULIANO RUT 13.255.613-K );COMERCIALES
21418;CORDOVA VERGARA DOMITILIA CECILIA;CACIQUE PAILLALEF 965;HOSPEDAJE (MEF);COMERCIALES
21421;MARTINEZ HUILIPAN MONICA ISABEL;RIO TRANCURA 50;PROVISIONES;COMERCIALES
21423;MONCADA CAMPOS CESAR ANTONIO;AV. B. OHIGGINS 771;RESIDENCIAL MEF;COMERCIALES
21424;CASTRO PEREZ LUZMIRA GLADYS;PERU† 610;RESIDENCIAL M.E.F.;COMERCIALES
21425;ASTROZA KRAUSE KARINA DEL CARMEN;C. INTERNACIONAL SITIO N∞ 17;BAZARES - LIBRERIA - PROVISIONES- VENTA DE CIGARRILLO;COMERCIALES
21427;INVERSIONES Y TURISMO JARDINES DE CABURGUA S.A.;CAMINO PUCON- CABURGUA KM 18.5;CABA—AS DE TURISMO;COMERCIALES
21430;VASQUEZ VASQUEZ FERMIN IVAN;CAMINO INTERNACIONAL CAM. AL NALCADERO†;AGENCIA DE TURISMO† ARRIENDO ENTRETENCIONES EVENTOS Y PAINTBALL (MEF);COMERCIALES
21432;LUNA TORO PATRICIO EDGARDO;SECTOR QUETROLEUFU S/N;AGENCIAS DE TURISMO (MEF);COMERCIALES
21435;CABEZA PEREZ LIDIA ROSA;FRESIA 171;BAZAR - CAFETERIA (SIN VENTA NI CONSUMO DE BEBIDAS ALCOHOLICAS) (M.E.F);COMERCIALES
21441;JIMENEZ MARDONES CARLOS† FERNANDO;PASAJE AURA GONZALEZ 1415;BAZAR† M.E.F.;COMERCIALES
21445;SCHERRER SONJA;CAMINO A CANDELARIA KM 3 INTERIOR;ARTICULOS TIPICOS (ARTESANIA- MEF);COMERCIALES
21447;SOCIEDAD TURISMO OKASHI SANCHEZ LIMITADA;PALGUIN 261;RESIDENCIAL;COMERCIALES
21449;CRUZ VALENZUELA CARLOS ANTONIO;AVDA. HUIFE 77 PICHARES;ENVASADORA DE MIEL (M.E.F.);COMERCIALES
21451;SIRGUIADO SANHUEZA SIGFRIDO;MIGUEL ANSORENA† 475 LOCAL 19;VENTA ARTESANIA Y BAZAR;COMERCIALES
21464;MARTINI TIZNADO PATRICIA ALEJANDRA;AV. B. OHIGGINS 291;ALMACEN;COMERCIALES
21469;SANHUEZA MOLINA ADRIANA JIMENA;PASAJE EL TRIUNFO 2155;FABRICACION DE MUEBLES(MEF);COMERCIALES
21474;MARQUEZ GODOY MERCEDES LUISA;LOS CLAVELES† 28;INTERNET C DE LLAMADOS ART COMP JUEGOS ELECTRONICOS (M.E.F.);COMERCIALES
21475;SALDIAS CONCHA JORGE ERGAN;PASAJE EL TRIUNFO PARCELA N∫ 4;CABA—AS (M.E.F.);COMERCIALES
21478;SOCIEDAD INDUSTRIAL Y COMERCIAL D LUISA S.A;CAM. INTERNACIONAL PUCON - CURARREHUE 1865;FABRICACION DE HELADOS, Y CHOCOLATES;COMERCIALES
21482;LIPPI S.A.;AV. B. OHIGGINS 112 LOCAL 3;TIENDA DE ROPA CALZADO Y PRODUCTOS TEXTILES;COMERCIALES
21499;OYARCE SHMIDT EGIDIO EDGARDO;PALGUIN 720;TOUR OPERADOR- RESIDENCIAL (M.E.F.);COMERCIALES
21500;CONTRERAS HEREDIA MARISOL DEL CARMEN;CAMINO PUCON VILLARRICA KM 2;ALOJAMIENTO DE PERSONAS (M.E.F);COMERCIALES
21502;INSUNZA MAUREIRA MONICA SUSANA;PASAJE ESTADIO 70;HOSPEDAJE CABA—AS (MEF);COMERCIALES
21507;ROJAS BERENGUELA† BLANCA ESTER;ARAUCO 302 -1;BOUTIQUE VENTA DE ACCESORIOS DECORACION Y ARTESANIA;COMERCIALES
21517;HUAIQUIFIL MARIVIL FRANCISCA JEANETTE;QUELHUE CM. CARHUELLO S/N;ASISTENCIA A TURISTA† Y KIOSCO DE CONFITES;COMERCIALES
21519;VEGA PALACIO JUAN BAUTISTA;CAMINO PUCON- CABURGUA KM. 15 CRUCE A HUIFE;DISTRIBUIDOR DE GAS LICUADO† COMISIONISTA (MEF);COMERCIALES
21521;RIQUELME RUIZ ORFELINA MAGDALENA;BRASIL† 303;FLORERIA;COMERCIALES
21522;CARRERA ALVAREZ SIMON G.;FRESIA 300-B;TIENDA DE ROPA Y BAZAR;COMERCIALES
21524;SUCESION JOSE BENAVIDES PINILLA NOVOA;SECTOR HUIFE KM. 26†;FUENTE DE SODA - CAMPING;COMERCIALES
21525;CONTRERAS LAUPICHLER CLAUDIO FEDERICO;CAMINO A CABURGUA† KM 18;ARRIENDO DE CABA—AS(MEF);COMERCIALES
21526;CAMPOS GONZALEZ BERNARDITA DEL CARMEN;BRASIL† 230;OFICINA DE CORRETAJE (MEF);COMERCIALES
21539;RUTH LAURA† CARRILLO ULLOA;COLO COLO 880;VENTA DE CONFITES BEBIDAS HELADOS ENVASADOS SANDWICHERIA PAPAS FRITAS(MEF);COMERCIALES
21550;CARRASCO GODOY NIDIA GENOVEVA;CABURGUA KM. 20;PROVISIONES† MEF;COMERCIALES
21558;MARIGUIN VALENZUELA NELLY;BRASIL† 301;LAVANDERIA - LAVASECO (MEF);COMERCIALES
21559;LEONEOR DEL CARMEN† GARRIDO† RAMIREZ;CORDILLERA† 1870;ALMACENES MEDIANOS SUPERMERCADO Y INIMARKETS (MEF);COMERCIALES
21560;CLAUDIA† MARCELA† CARCAMO† SOTO;COLO COLO 420;CLINICAS Y FARMACIA† VETERINARIA VENTA DE ALIM. PARA MASCOTAS Y ANIMALES† ART. DE CUERO;COMERCIALES
21563;TONK NAVARRETE GILLERMO ENRIQUE;PALGUIN 123;HOTELES, HOSTERIAS, MOTELES, CABA—AS MEF;COMERCIALES
21566;ANDRADE ADRIAZOLA ARSENIO PEDRO CARLOS;MIGUEL ANSORENA† 460;COMIDAS AL PASO;COMERCIALES
21570;ARRIAGADA CARRASCO PABLO ENRIQUE;URUGUAY† 175;CONTRATISTAS Y SUBCONTRATISTAS (MEF);COMERCIALES
21572;MOLINA MUÒOZ ADRIANA;CAMINO INTERNACIONAL KM 3 EL TRIUNFO;APICULTURA Y ENVASADORA DE MIEL (MEF);COMERCIALES
21573;WOLFF BRADLEY ROBERT WILLIAM;CAMINO INTERNACIONAL RIO CLARO KM 4;APICULTURA Y ENVASADORA DE MIEL(MEF);COMERCIALES
21576;JIMENEZ MARDONES JOSE ROLANDO;RICARDO PALOMINOS 3450;PINTURA Y OTRAS† ACTIVIDAES DE SERVICIO PERSONAL N.C.P(MEF);COMERCIALES
21577;PARADI MARIA† ANTONIA† Y OTROS;EL CLARO 2405;ANTIGUEDADES MUEBLES Y ARTESANIA BAZAR(MEF);COMERCIALES
21582;EPULEF RAILEF IRMA;PALGUIN PALGUIN BAJO KM 23;AGROTURISMO-ETNOTURISMO CABALGATAS Y OTRAS ACT DE TURISMO- PROVISIONES (MEF);COMERCIALES
21583;JORGE HERNAN NAVARRO ALVAREZ;CAMINO INTERNACIONAL 1340;HOTELES, HOSTERIAS, MOTELES, CABA—AS (MEF);COMERCIALES
21584;MU—OZ LECHUGA SALVADOR ENRIQUE;AVDA. BERNARDO OHIGGINS 524 - A;AGENCIAS DE TURISMO AVENTURA ALQUILER DE AUTOS Y CAMIONETAS SIN CHOFER;COMERCIALES
21588;OVALLE MU—OZ IVETH REBECA;FRESIA 415 LOCAL 12;TIENDA;COMERCIALES
21590;VARGAS GAJARDO MARIA LUZ;C. INTERNACIONAL 1495;FRUTAS Y VERDURAS;COMERCIALES
21594;TRANSPORTE† DOBLE RR LTDA;CAMINO INTERNACIONAL K 4.5;COMPRA Y VENTA DE MADERAS;COMERCIALES
21595;SOC COM ELIZABHET POVEDA E HIJA LTDA;FRESIA 223;JOYERIA;COMERCIALES
21596;CIA. DE TELECOMUNICACIONES DE CHILE S.A.;GENERAL URRUTIA† 472;OFICINA COMERCIAL DE COMUNICACIONES;COMERCIALES
21600;TOGNARELLI BARRAGAN ROBERTO EUGENIO;AVDA. BERNARDO OHIGGINS 415 LOC.3 B;LIBRERIAS Y ARTESANIA;COMERCIALES
21601;ARIAS INZUNZA EBER JACOB;FRESIA 124† LOCAL 17;VENTA DE ARTESANIA;COMERCIALES
21602;VERONICA ELIZABETH† CASTILLO OJEDA;AVDA. BERNARDO OHIGGINS 447;INFORMACIONES† SERVICIOS TURISTICOS BAZAR Y CORRETAJE;COMERCIALES
21603;CLUB HIPICO DE SANTIAGO S.A.;AV. B. OHIGGINS 545 - A;OFICINA DE TELETRAK;COMERCIALES
21605;EGT SERVICIOS† LIMITADA;AVDA. BERNARDO OHIGGINS 910;ENCOMIENDAS;COMERCIALES
21606;EGT SERVICIOS† LIMITADA;AVDA. BERNARDO OHIGGINS 910;VENTA DE PASAJES;COMERCIALES
21610;SOCIEDAD COMERCIAL DEL CERRO LTDA;FRESIA 260-B;BAZARES,PRENDAS DE VESTIR;COMERCIALES
21611;LEAL† FLORES†† JOSE SEGUNDO;ARAUCO 495;CABA—AS Y HOSPEDAJE - CONFITERIA Y TARJETAS CELULARES;COMERCIALES
21613;HUENTECURA LIEMPI MARIA ANGELICA;MIGUEL ANSORENA† 448;BAZARES Y PAQUETERIAS;COMERCIALES
21620;CAROLINA DEL PILAR GALVEZ GONZALEZ;FRESIA 415 LOCAL 11;CENTRO DE BELLEZA ESTETICA SALUD SERVICIOS Y VENTA DE PRODUCTOS DE BELLEZA;COMERCIALES
21626;CHRISTINE SUZETTE PASSAVANT VALENZUELA;BLANCO ENCALADA 190;RESIDENCIALES Y CASAS DE PENSION;COMERCIALES
21628;SALDIAS CRUCES RAQUEL DEL ROSARIO;AVDA. BERNARDO OHIGGINS 555 LOCAL 2B;ESTABLECIMIENTOS DE COMIDA RAPIDA;COMERCIALES
21629;ADMINISTRACIONES† PENINSULA PUCON LTDA.;CLEMENTE HOLZAPFEL† 2;OFICINAS ADMINISTRATIVAS;COMERCIALES
21630;INMOBILIARIA PARQUE JARDIN PUCON S.A.;MIGUEL ANSORENA† 585;OFICINA DE SERVICIOS DE CEMENTERIO;COMERCIALES
21633;VALLEJOS CORDOVA GRICELIDA;ARAUCO 701;RESIDENCIALES Y CASAS DE PENSION (MEF);COMERCIALES
21638;MONICA PATRICIA BECERRA GARCIA;BRASIL† 440;VENTA DE YERBAS Y ESECENCIAS AROMATICAS;COMERCIALES
21644;MARIA CLEOFE IBACACHE RAMIREZ;BRASIL† 625;HOSTAL (MEF);COMERCIALES
21648;JESSICA FERNANDEZ NEIRA;PROLONGACION CALLE COLO - COLO 2215;ALQUILER O ARRENDAMIENTO DE CABA—AS;COMERCIALES
21654;CARRERA MATURANA MARÕA ÕNES;GERONIMO DE ALDERETE† 275 LOCAL 2;VENTA DE ARTESANIA VESTUARIO Y DECORACION (BAZAR);COMERCIALES
21655;GREEN PARK SPA;CAMINO INTERNACIONAL 4150;HOSTERIA (SIN VENTA NI CONSUMO DE VEBIDAS ALCOHOLICAS);COMERCIALES
21656;MARTINEZ MU—OZ EMA DEL ROSARIO;ARAUCO 565;HOSPEDAJE MEF;COMERCIALES
21657;MARTINEZ MU—OZ EMA DEL ROSARIO;ARAUCO 565;OFICINA CORRETAJE;COMERCIALES
21666;PALMA AGUILERA JUAN CARLOS;CAMINO AL VOLCAN† KM 6;ARTESANIA Y BAZAR;COMERCIALES
21671;JUAN DE DIOS VASQUEZ SANDOVAL;GENERAL URRUTIA† 501;MECANICA AUTOMOTRIZ SIN PISTOLA A PRESION NI LUBRICANTES(MEF);COMERCIALES
21672;LEONARDO ARTURO CARRILLO ULLOA;COLO COLO 890;PROVISIONES - FRUTOS DEL PAIS (M.E.F);COMERCIALES
21674;TUSCHNER MERA RODRIGO ALBERTO;AVDA. BERNARDO OHIGGINS 211 LOCAL A-1;TURISMO AVENTURA;COMERCIALES
21677;ERICA TERESA SCHNEEBERGER NAVARRETE;LAS DALIAS 498;PANADERIA Y ROTISERIA M.E.F;COMERCIALES
21679;ULLOA SALAZAR RENATO JOSE;SECTOR CARILEUFU KM 14;KIOSCO CONFITES FRUTAS Y BEBIDAS ANALCOLICAS (MEF);COMERCIALES
