ROL;NOMBRE;DIRECCI”N;GIRO;TIO PAPENTE
21680;GLADYS CECILIA VICTORIANO ALVAREZ;CABURGUA S/N;CAMPING (MEF);COMERCIALES
21682;EVELIN DEL CARMEN TORRES JARA;ARAUCO 575;VENTA DE PAPAS FRITAS Y COMPLETOS (MEF);COMERCIALES
21683;ACU—A OLIVARES JUAN PABLO;PALGUIN 223;RESIDENCIAL (SIN CONSUMO DE BEBIDAS ALCOHOLICAS);COMERCIALES
21686;ESCOBAR VENEGAS† JUANA ANTONIA;AV. B. OHIGGINS 255 LOCAL 21;BAZAR;COMERCIALES
21687;PATRICIO CISTERNA URRUTIA;ADELA JORQUERA 714;SERVICIOS DE INTERNET Y VENTA DE CONFITES ENVASADOS(MEF);COMERCIALES
21692;SOC. COM. PUNTA SUR LTDA.;GENERAL URRUTIA† 106 LOCAL 3;COMERCIO OFICINA;COMERCIALES
21694;RENE GUILLERMO MONTALBA GODOY;GERONIMO DE ALDERETE† 623;SANDWICHERIA GELATERIA (MEF);COMERCIALES
21695;ALEJANDRO LINCOPI HUENHUPI;LAS DALIAS 336;AMASANDERIA(MEF);COMERCIALES
21702;TERMAS LOS POZONES LTDA.;HUIFE ALTO KM 36;TERMAS;COMERCIALES
21705;ULLOA LIZANA PAOLA ANDREA;MIGUEL ANSORENA† 475 LOCAL 3;ARTESANIA PAQUETERIA Y BAZAR;COMERCIALES
21706;PATRICIO MARCELO MEZA PEREZ;COLO COLO 612 - A;VENTA DE PASAJES;COMERCIALES
21710;PULGAR† ARANDA GABRIELA;AVDA. BERNARDO OHIGGINS 211;VENTA DE TEJIDOS;COMERCIALES
21711;VILLALOBOS SAES BLANCA† DORALISA;MIGUEL ANSORENA† 475;ARTESANIA Y BAZAR;COMERCIALES
21712;LAS BANDURRIAS S.P.A.;CAMINO INTERNACIONAL KM 3.5;DEPORTE RECREATIVO ( CANCHA MINI GOLF);COMERCIALES
21713;ARIAS HERRERA MARIA FREDESLINDA;CAMINO INTERNACIONAL S/N;VENTA DE ARTESANIA CONFITES Y BEBIDAS(MEF);COMERCIALES
21722;PAOLA PILAR GAJARDO VARGAS;PALGUIN 598;CENTRO DE LLAMADOS VENTA DE PASAJES Y PROVISIONES;COMERCIALES
21724;CARRASCO GODOY CLEMENTE SALVADOR;CAMINO INTERNACIONAL KM 18 EL CERDUO;PASEOS EN BICICLETA VISITA A SALTOS DE AGUA ARTESANIA Y SOUVENIR(MEF);COMERCIALES
21728;ISAAC COPACONDORI QUISPE;MIGUEL ANSORENA† 299 LOCAL A;ARTESANIA Y BAZAR;COMERCIALES
21729;COMERCIAL DEL SUR LTDA.;CAUPOLICAN† 345;CORRETAJE;COMERCIALES
21730;SAEZ VALLEJOS BALBINA;LAS AZALEAS 564;AMASANDERIA Y PASTELERIA (MEF);COMERCIALES
21732;MARIA JOSEFINA TORO MONSALVE;CAMINO EX BALSA QUELHUE (INTERIOR) S/N;CAMPING Y EXCURSIONES (TREKKING -† MOUNTAIN BIKE) (MEF);COMERCIALES
21736;OLABE MEDINA MIGUEL ANGEL;MIGUEL ANSORENA† 425 LOCAL 2;CENTRO DE LLAMADOS E INTERNET - BAZAR-FOTOCOPIAS - IMPRESIONES EN GENERAL;COMERCIALES
21739;OSORIO ARRIAGADA JACQUELINE MARILUZ;FRESIA 124 LOCAL 36;ARTESANIA Y BAZAR;COMERCIALES
21741;PABLO JOB ARRIAZA VILLALON;CAMINO A CABURGUA† KM 19;FUENTE DE SODA Y CAFETERIA (M.E.F) (SIN VENTA DE ALCOHOL);COMERCIALES
21742;BERNARDO ARTURO FLORES DURAN;MARCELINO MARTINEZ 3375;PROVISIONES Y JUEGOS DE DESTREZA- LIBRERIA Y BAZAR;COMERCIALES
21745;VIVIANA IVONNE ARIAS ARIAS;AVDA. BERNARDO OHIGGINS 255 LOCAL 17;BAZAR;COMERCIALES
21746;ESTER JULIA IBARRA ABUSTO;CAMINO INTERNACIONAL KM 4.5;SANDWICHERIA COMPLETOS Y OTROS (MEF);COMERCIALES
21749;NELSON CONEJEROS ROZAS;COLO COLO 1875;ARRIENDO DE CABA—AS(MEF);COMERCIALES
21750;FERNANDEZ CASTRO CARLINA;COLO COLO 1167;CABA—AS (MEF);COMERCIALES
21754;PE—A BUSTOS† REBECA IDET;FRESIA 124 LOCAL 14;ARTESANIA;COMERCIALES
21765;HERRERA† FLORES OSVALDO;MIGUEL ANSORENA† 475 LOCAL 12;ARTESANIA Y BAZAR;COMERCIALES
21766;INVERSIONES LOMAS DE PUCON LTDA.;CAMINO INTERNACIONAL 3035;AGROTURISMO;COMERCIALES
21767;PAREDES MARTINEZ JORGE FELIX;LAS ARAUCARIAS 755;CONT. OBRAS MENORES FUMIG. SERV. SUM. DE PERSONAL;COMERCIALES
21768;ALAIN JEAN PIERRE GRANSON;CAMINO A CABURGUA† KM 15;HOSPEDAJE / VENTA DE ARTESANIA (SIN CONSUMO DE ALCOHOL-† MEF);COMERCIALES
21769;MAGALI TORRES GUTIERREZ;CAMINO AL VOLCAN† MALALCAHUELLO S/N;CABA—AS SERV. TURISTICOS Y SUNTUARIOS(MEF);COMERCIALES
21775;RIQUELME† POVEDA GONZALO ALEJENDRO;CAMINO INTERNACIONAL 1375;RESTAURANT COMERCIAL(MEF);COMERCIALES
21778;TISNE MARITANO MONICA CAROLINA;GENERAL URRUTIA† 123 LOCAL 1;COMIDA PARA LLEVAR;COMERCIALES
21780;ALBORNOZ FIGUEROA FRANCISCO JAVIER;FRESIA 260;CONFITERIA;COMERCIALES
21782;MARISOL ALEJANDRA FARFAL REYES;LOS HELECHOS 363;VTA.† DE ART. DE LIBRERIA (M.E.F);COMERCIALES
21783;LUIS FERNANDO BARRIGA VALDERRAMA E.I.R.L.;MIGUEL ANSORENA† 795 -A;FRUTAS Y VERDURAS;COMERCIALES
21784;DARIO ENRIQUE VEGA ESPARZA;CARHUELLO KM 2.5 CAMINO AL CRI;VENTA DE CONFITES BEBIDAS Y CAMPING(MEF);COMERCIALES
21786;HURTADO PINOCHET PATRICIO FRANCISCO;CAMINO INTERNACIONAL 1460;ARRIENDO DE CABALLITOS PONIES Y JUEGOS INFANTILES Y SERV. DE DIVERSION Y ESPARCIMIENTO;COMERCIALES
21787;PE—A AMESTICA DELIA DEL ROSARIO;MIGUEL ANSORENA† 475 LOCAL 10;ARTESANIA† BAZAR VENTA DE MIEL MERMELADAS EN CONSERVAS PASTAS EN CONSERVAS MERKEN;COMERCIALES
21791;CAMBIOS PATAGONIA LIMITADA;AVDA. BERNARDO OHIGGINS 261 LOCAL C;CASAS DE CAMBIO Y OPERACIONES CON DIVISAS;COMERCIALES
21792;JOSE AGUSTIN SAGARDIA ORME—O;ARAUCO 675;REPUESTOS Y SERVICIOS (MOTOSIERRA) (M.E.F);COMERCIALES
21795;INOSTROZA CHAVES MARIBEL CARMEN;MIGUEL ANSORENA† 350 - B;TIENDAS;COMERCIALES
21798;LIDIA HERRERA FERNANDEZ E.I.R.L;CAMINO AL VOLCAN† KM 6;CONSULTORA;COMERCIALES
21799;OSHE CAPACITACION S.A.;CAMINO AL VOLCAN† KM 0.6;OFICINA ADMINISTRATIVA DE CAPACITACION;COMERCIALES
21802;TURISMO Y HOTELERIA CRISTIAN BOETSCH ALAMOS E.I.R.L;CAMINO PUCON VILLARRICA KM 3.5;CANOPY ACTIVIDADES AL AIRE LIBRE Y ESTACIONAMIENTO;COMERCIALES
21806;JULIO ORLANDO INZUNZA SAN MARTIN;SEBASTIAN ENGLER† 460;FRUTOS DEL PAIS;COMERCIALES
21807;YASNA DEL CARMEN SOTO VARGAS;ZACARIAS GARCIA 530;BAZAR - TIENDA - PANADERIA (M.E.F);COMERCIALES
21901;POBLETE TEJO RENATO;CARHUELLO CABURGUA PUCON OJOS DEL CABURGUA;VENTA DE BEBIDAS CONFITES Y HELADOS ENVASADOS Y CAMPING(MEF);COMERCIALES
21902;ANITA IVONNE GOEPPINGER BARRERA;SECTOR HUEPIL KM 22;HOSPEDAJE (MEF);COMERCIALES
21905;SILVERIO SARZOZA SOSPERREY;CAMINO INTERNACIONAL 2405† EL CLARO;PASTELERIA - PANADERIA - ROTISERIA Y PROVISIONES;COMERCIALES
21906;MARIO REDOLES BARRA;AVDA. BERNARDO OHIGGINS 545 - B;BAZAR Y VENTA DE ROPA AMERICANA;COMERCIALES
21910;ECO SOLUCIONES FORESTALES LTDA.;CAMINO PUCON VILLARRICA KM 6;OFICINA DE JARDINES - VIVEROS Y BOSQUES;COMERCIALES
21911;ARAYA PE—A ALEXANDRA M”NICA;CLEMENTE HOLZAPFEL† 390 LOCAL 1 Y 2;GALERIA DE ARTE Y ARTESANIA;COMERCIALES
21913;NANCY ESTER GARRIDO PINO FABRICACION Y COM DE ARTESANIA EIRL;FRESIA 124 LOCAL C;VENTA DE ARTESANIA Y BAZAR;COMERCIALES
21914;LAGOS CONTRERAS JUANA DEL ROSARIO;MIGUEL ANSORENA† 565;PAQUETERIAS Y ARTESANIA;COMERCIALES
21918;MARIA MAGDALENA VARGAS OLIVERA;CAMINO INTERNACIONAL 2260;BAZAR Y PROVISIONES;COMERCIALES
21920;EMPRESA DE TURISMO CLAUDIA ANDREA CABRERA CARRASCO E.I.R.L.;AVDA. BERNARDO OHIGGINS 560;TOUR OPERADOR/ INTERNET Y ARTICULOS DEPORTIVOS.;COMERCIALES
21928;SANDOVAL MATAMALA MARIA ELENA;CAMINO INTERNACIONAL 2140;ESTABLECIMIENTOS DE COMIDA RAPIDA (MEF);COMERCIALES
21929;AGUAS ARAUCANIA S.A.;GENERAL URRUTIA† 148;OFICINA ATENCION DE PUBLICO;COMERCIALES
21933;QUEZADA MEDINA GLADYS DEL CARMEN;GERONIMO DE ALDERETE† 283 LOCAL 11;VENTA DE TEJIDOS Y ACCESORIOS;COMERCIALES
21934;ELEMENTOS LIMITADA;PASAJE LAS ROSAS 190;AGENCIAS DE TURISMO - TURISMO AVENTURA (OFICINA DE VENTAS);COMERCIALES
21935;MARIO IVAN VALENZUELA MARTINEZ;ENRIQUE NOVOA 845;OFICINA PRESTACION DE SERVICIOS (MEF);COMERCIALES
21937;ZURITA VALENZUELA ORLANDO;FRESIA 124 C LOCAL 3;ARTESANIA;COMERCIALES
21940;PEUMAYEN HOTELERIA Y TURISMO LIMITADA;CAMINO A HUIFE KM27 REFUGIO DEL PIC;RESTAURANT COMERCIAL - ALOJAMIENTO CABA—AS Y LODGE;COMERCIALES
21942;DEVIA ORTIZ AMPARO DEL CARMEN;FRESIA 316 LOCAL 4;COMERCIALIZADORA DE CUEROS METALES TEXTIL Y MADERA;COMERCIALES
21944;MARTINEZ FERNANDEZ SERGIO;PASAJE PABLO NERUDA 1835;AMASANDERIA (M.E.F.);COMERCIALES
21948;LAGOS CONTRERAS FLORENCIO;MIGUEL ANSORENA† 475 LOCAL 1;ARTESANIA- BAZAR Y PAQUETERIA;COMERCIALES
21951;ROBLES SEGUEL DEVIE LUZ;MIGUEL ANSORENA† 553;BAZAR CORDONERIA - REPUESTOS MAQUINAS DE COCER - VENTA DE TEXTILES;COMERCIALES
21956;LILIAN EUGENIA RAMOS PERELLO;FRESIA 124 C LOCAL 8;TEJIDOS ARTESANALES Y BAZAR;COMERCIALES
21958;MILLAHUAL ARANCIBIA ERNESTO ROLANDO;SECTOR QUETROLEUFU 11.8;PROVISIONES Y VENTA DE ARTESANIA (MEF);COMERCIALES
21961;CARRILLO ULLOA MARIA LUISA;MIGUEL ANSORENA† 475 LOCAL 7;ARTESANIA;COMERCIALES
21963;FLORES TORO MARCELO ANTONIO;LOS HELECHOS 023;FABRICA DE PAN (MEF);COMERCIALES
21966;MONSALVES HERRERA RODRIGO AUGUSTO;CAMINO A PALAYA BLANCA CABURGUA S/N;CABA—AS (MEF);COMERCIALES
21967;ALARCON PARRA FERNANDO;SECTOR CABURGUA S/N;CABA—AS (MEF);COMERCIALES
21969;STINGO RISSETTO FRANCO VITORIO;CAMINO AL VOLCAN† KM 1.8;FARMACIA VETERINARIA;COMERCIALES
21971;GASTRONOMICA NAUKANA LIMITADA;COLO COLO 181;RESTAURANT COMERCIAL;COMERCIALES
21972;PEDRO RODRIGUEZ SEPULVEDA;CAMINO INTERNACIONAL 1895;FRUTERIA-FRUTOS DEL PAIS (SOLO CONSUMO)-VENTA ARTICULOS USADOS Y CONSIGNACIONES(MEF);COMERCIALES
21974;SALDA—A CASTILLO IRMA;AVDA. BERNARDO OHIGGINS 761;RESTAURANT COMERCIAL†† (MEF);COMERCIALES
21975;SOCIEDAD TURISTICA LOS ULMOS LIMITADA;CAMINO PUCON VILLARRICA K 7 CAM INT LONCOTRA;CABA—AS;COMERCIALES
21978;CASTRO VASQUEZ ELIZABETH DEL CARMEN;FRESIA 124 C LOCAL 10;ARTESANIA- FABRICACION Y VENTA DE JOYAS;COMERCIALES
21979;DENISE CREMA SANDOVAL;PALGUIN 260;SANDWICHERIA (MEF);COMERCIALES
21981;IUBINI JAEME JACQUELINE OLGA;GERONIMO DE ALDERETE† 283 LOCAL 12;BOUTIQUE - TIENDA;COMERCIALES
21983;PATAGONIA CHILE LIMITADA;FRESIA 248 C;TIENDA DE ROPA Y ACCESORIOS DEPORTIVOS;COMERCIALES
21985;MIRANDA MU—OZ DANIEL MOISES;CAMINO INTERNACIONAL KM. 5;COMPRA Y VENTA DE MADERAS;COMERCIALES
21987;MOSCOSO PINO CARLOS ALBERTO;CERRO LA BARDA 920;PANADERIA(MEF);COMERCIALES
21988;BIERGARTEN LIMITADA;LINCOYAN† 361 LOCAL A;RESTAURANT;COMERCIALES
21993;ARRIAGADA PAREDES MIGUEL ANGEL;SECTOR AEROPUERTO PJE PAREDES PARCELA†;CUSTODIA DE EMBARCACIONES - SALA VENTA ACCESORIOS NAUTICOS- MANTENCIONES GENERALES (MEF);COMERCIALES
21994;MARIANJEL MU—OZ† ALICIA AMELIA;PASAJE VICTORIA 1625;BAZAR - PAQUETERIA - VENTA DE HELADOS BEBIDAS Y CONFITES(MEF);COMERCIALES
22000;GONZ¡LEZ MORA ROSAMEL DEL CARMEN;PASAJE ESTADIO 907;MECANICA AUTOMOTRIZ SIN PISTOLA A PRESION NI LUBRICANTES† (MEF);COMERCIALES
22001;URRA AVILES MARCOS JAVIER;CAMINO PUCON- CABURGUA KM. 12 SECTOR QUETRO;CAMPING - VENTA DE CONFITES Y BEBIDAS (MEF);COMERCIALES
22005;RUTH ESTER FUENTEALBA VELIS;CAMINO INTERNACIONAL 1824;RESTAURANT COMERCIAL - HOSTERIA (SIN ALCOHOL);COMERCIALES
22006;MANZUR MARTINEZ JUAN;PALGUIN 715;ARTESANIA EN MADERA - MUEBLES - BAZAR (MEF);COMERCIALES
22011;SOCIEDAD INMOBILIARIA MIRADOR LOS VOLCANES LIMITADA;CAMINO PUCON- CABURGUA KM 18.5 CARHUELLO††;CABA—AS;COMERCIALES
22014;ULLOA SACHS JORGE ABNER;SECTOR PALGUIN ALTO KM30 CAM. PUCON PALG;CANOPY (MEF);COMERCIALES
22017;SALAZAR BERROCAL ANITA CAROLINA;AVDA. BERNARDO OHIGGINS 255 LOCAL 22;BAZAR;COMERCIALES
22019;BARRA MATAMALA EMA DEL CARMEN;PLAYA BLANCA CABURGUA S/N;RESTAURANT COMERCIAL (MEF);COMERCIALES
22020;REYES REYES JOSE MANUEL;PALGUIN 361;RESTAURANT COMERCIAL† Y HOSPEDAJE (MEF);COMERCIALES
22024;POZO CARVAJAL CLAUDIA ANDREA;PASAJE MEZA INTERIOR 400 MTS.;HOSPEDAJE;COMERCIALES
22027;COMERCIAL LY G LIMITADA;FRESIA 236;BAZAR- PRENDAS DE VESTIR-JOYERIA Y ARTESANIA;COMERCIALES
22031;PREVOTT SANHUEZA ALONSO HERNAN;PASAJE ROLANDO MATUS 1;COMPRA Y VENTA DE MADERAS (MEF);COMERCIALES
22032;NEFTALI ARNOLDO VEGA FLORES;SECTOR CARHUELLO S/N KM 5 INTERIOR†;VENTA† DE CONFITES;COMERCIALES
22033;ERICA CECILIA COLIPE MU—OZ;CAMINO INTERNACIONAL 1655;RESIDENCIAL (SIN SERVICIO DE ALIMENTACION) MEF;COMERCIALES
22034;ALICIA DEL CARMEN CHIHUAY BARRA;CALLEJON ARRIAGADA 5-A;BAZAR† (MEF);COMERCIALES
22035;MARGARITA INES BUSTOS BUSTOS;EL EUCALIPTUS 65;VTA.† DE ART. DE LIBRERIA - PROVISIONES (MEF);COMERCIALES
22036;HUILIPAN CO—A CARLOS FRANCISCO;CAMINO INTERNACIONAL KM 20 CRUCE PALGUIN;PROVISIONES(MEF);COMERCIALES
22037;SALDIAS NORMA;PLAYA NEGRA CABURGUA S/N;VENTA DE CONFITES BEBIDAS Y HELADOS ENVASADOS MEF;COMERCIALES
22038;ESCARES MORALES LUIS;CAMINO INTERNACIONAL 2001;VENTA DE PIEDRA LAJA(MEF);COMERCIALES
22039;ROBERTINA DEL CARMEN TOLOSA MEJIAS;CAMINO A CABURGUA† KM 22;CARPINTERIA Y MUEBLES SIN USO DE PISTOLA PRESION NI SIERRA ELECTRICA (MEF);COMERCIALES
22042;SOCIEDAD DE TURISMO Y COMERCIAL PUELCHE LTDA.;DEL PILLAN 675† DPTO N∫96;SERVICIOS DE SUMINISTRO DE PERSONAL POR SUBCONTRATA;COMERCIALES
22043;LORENZO MEZA REYES;CAMINO INTERNACIONAL 2130;TRANPORTE DE CARGA POR CARRETERA MEF;COMERCIALES
22047;BERNARDO JARAMILLO VERA;CAMINO A CANDELARIA KM 7.5;PROVISIONES (MEF);COMERCIALES
22061;LARA ROJOS FELIPE EDGARDO;SECTOR EL CLARO LOTEO LOS CIPRECES P;ARTESANIA (MEF);COMERCIALES
22062;MORA URRUTIA ANGELA MARIANELA;PASAJE LOS ALERCES 1370;CIBER - VIDEO JUEGOS Y CONFITES (MEF);COMERCIALES
22063;MU—OZ BASCUR FELICINDA ROSA;ARAUCO 905;PROVISIONES (MEF);COMERCIALES
22065;COLIN Y MANDIOLA S.A.;AVDA. BERNARDO OHIGGINS 611;AGENCIA DE TURISMO;COMERCIALES
22066;COMERCIALIZADORA DISE—O Y ESTILO LIMITADA;GENERAL URRUTIA† 123 LOCAL 11;SALA DE VENTA PRENDAS DE VESTIR;COMERCIALES
22067;INOJOSA WILSON MARCELA EUGENIA;CAMINO INTERNACIONAL 3660;CABA—AS - MINI GOLF;COMERCIALES
22069;SOC. AGENCIAS PATAGONIA EXPERIENCE LIMITADA;AVDA. BERNARDO OHIGGINS 461;AGENCIA TURISMO AVENTURA;COMERCIALES
22070;PAREDES CARRILLO MARCELO ALEJANDRO;VARIANTE CAMINO INTERNACIONAL 510;REPARACION DE EMBARCACIONES MENORES (MEF);COMERCIALES
22071;RODRIGO ANDRES MELLA RIFFO;MIGUEL ANSORENA† 485 LOCAL 8;CYBER-COMERCIO AL POR MENOR DE COMPUTADORAS, SOFTWEARE Y SUMINISTRO;COMERCIALES
22073;ADELINA ANGELICA DIAZ SAEZ;LUISA BERNEY 1635;MINIMARKET(MEF);COMERCIALES
22078;MONASTERIO CISTERNA SONIA MYRIAM;PALGUIN 575† B;RESIDENCIAL (SIN VENTA DE BEBIDAS ALCOHOLICAS) (MEF);COMERCIALES
22082;SCHMIDT PARRA MARCIA LORENA;COSTANERA ROBERTO GEIS 780 A;CORTE Y CONFECCION - VENTA DE ROPA (MEF);COMERCIALES
22083;SOC. GASTRONOMICA SDCH SABORES DE CHILE LTDA.;FRESIA 316 B Y C;FUENTE DE SODA;COMERCIALES
22087;SUSANA ANDREA† ULLOA ZAMORANO;RIO TRANCURA 110;ENVASADORA DE MIEL (MEF);COMERCIALES
22089;COMERCIAL RENTAREK LTDA;CAUPOLICAN† 248†;CABA—AS;COMERCIALES
22091;SALCOBRAND S. A.;AVDA. BERNARDO OHIGGINS 717 LOCAL 1;FARMACIA Y PERFUMERIA;COMERCIALES
22093;VILLAGRAN VEGA VALENTIN ANTONIO;FRESIA 452;AGENCIA DE TURISMO - TURISMO AVENTURA -MONTA—A- RAFTING- ARRIENDO DE SKI;COMERCIALES
22095;IN OUT PATAGONIA SPA;AV. B. OHIGGINS 560;SERVICIOS TURISTICOS;COMERCIALES
22099;VICTOR IVAN GARCIA LAGOS;AVDA. BERNARDO OHIGGINS 555 LOCAL 1;AGENCIA DE TURISMO-TURISMO AVENTURA (MONTA—A)-OPERADOR;COMERCIALES
22107;SANCHEZ OLIVA ROSA ELIANA;PASAJE CHILE 225;RESIDENCIAL (SIN ALCOHOL);COMERCIALES
22110;VASQUEZ BARRERA ZULEMA;SECTOR HUIFE BAJO 33;RESIDENCIAL (SIN ALCOHOL) MEF;COMERCIALES
22114;SERGIO ENRIQUE AYALA SOTO;VARIANTE CAMINO INTERNACIONAL 1420;MECANICA AUTOMOTRIZ SIN USO DE PISTOLA A PRESION Y SIN CAMBIO DE LUBRICANTE(MEF);COMERCIALES
22122;CARLOS OSVALDO VERGARA BARRA;AVDA. BERNARDO OHIGGINS 448 A;LIBRERIAS, PAPELERIAS Y ARTICULOS DE OFICINA - CORDONERIA;COMERCIALES
22124;STAMM ARMANDO GUMERCINDO;CAMINO INTERNACIONAL 1735;LIMPIEZA DE TAPICES EN GENERAL;COMERCIALES
22129;PULLMAN CARGO S.A.;PALGUIN 555;ENCOMIENDAS;COMERCIALES
22130;TRANSPORTES COMETA S.A.;PALGUIN 555;VENTA DE PASAJES;COMERCIALES
22133;BASCU—AN BRIONES H…CTOR ZENEN;FRESIA 124 C LOCAL 212;VENTA ARTESANIA;COMERCIALES
22136;MARIA OLGA ROJAS DURAN;CAMINO CABURGUA PAILLACO KM 35 CABURGA;CAMPING† PUESTO DE ALIMENTOS MEF;COMERCIALES
22143;MARIA CATALINA ZERRANO FERNANDEZ;GENERAL URRUTIA† 123 LOCAL 10;COMERCIALIZADORA DE VESTUARIO CALZADO ACCESORIOS;COMERCIALES
22147;BANCO DE CHILE;AVDA. BERNARDO OHIGGINS 311 LOCAL 1;BANCO;COMERCIALES
22150;ROBLES SEGUEL DEVIE LUZ;AVDA. BERNARDO OHIGGINS 492;BAZAR CORDONERIA REPUESTOS DE MAQUINAS DE COCER VENTA DE TEXTILES;COMERCIALES
22153;MIREYA ISABEL SOLAR CABRERA;C. INTERNACIONAL† LOCAL 6 ESQ† POCOLL;FRUTOS DEL PAIS (SOLO CONSUMO);COMERCIALES
22154;CARMEN GLORIA MAUTZ SEPULVEDA;PASAJE CACIQUE POCOLLANCA CON CAMINO INTERNACI;PROVISIONES;COMERCIALES
22159;JORGE NILO S¡EZ SALDÕA;FRESIA 124 LOCAL 41;ARTESANIA;COMERCIALES
22165;RICARDO MANUEL ROJAS OLAVE;SECTOR TRANCURA S/N;PROVISIONES(MEF);COMERCIALES
22166;ACU—A CIFUENTES JOSE AGUSTIN;PLAYA BLANCA CABURGUA KM 2.5;VENTA DE HELADOS† - CONFITES - BEBIDAS - ESTACIONAMIENTO (MEF);COMERCIALES
22171;EUGENIA DEL CARMEN CAMPOS BURGOS;CAMINO A PLAYA BLANCA CABURGUA S/N;CAMPING MEF;COMERCIALES
22172;SONIA LINE ARANEDA ORIAS;URUGUAY† 195;HOSPEDAJE (MEF);COMERCIALES
22175;BAHAMONDES ALGUIN RAUL;ARAUCO 550;CABA—AS;COMERCIALES
22179;MEDINA SEP⁄LVEDA GLADYS RUTH;FRESIA 124 LOCAL 37;ARTESANIA - BAZAR;COMERCIALES
22180;SISTEMAS COMPUTACIONALES JUEGOS Y SERV. LTDA.;MIGUEL ANSORENA† 425 LOCAL 7;COMPUTACION Y TECNOLOGIA;COMERCIALES
22181;CRISTINA† CECILIA COFRE SALAZAR;COLO COLO 465;PELUQUERIA;COMERCIALES
22183;SERGIO BUSTAMANTE ARRIAGADA;VARIANTE CAMINO INTERNACIONAL 1436;MACANICA AUTOMOTRIZ SIN USO DE PISTOLA A PRESION Y SIN CAMBIO DE ACEITE MEF;COMERCIALES
22185;COMERCIAL RENTAREK LTDA;AVDA. BERNARDO OHIGGINS 335 LOCAL C;VTA.† DE ART. DE LIBRERIA - REGALOS - CASAS DE CAMBIOS DE MONEDAS - MINIMARKET (SIN VENTA DE BEBIDAS ALCOHOLICAS);COMERCIALES
22187;MARIA RAYEN ARRATIA ALARCON;ARAUCO 302;FUENTE DE SODA - AGENCIA DE TURISMO;COMERCIALES
22193;IRMA LUCIA ARRIAGADA PAREDES;MIGUEL ANSORENA† 307;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL CALZADOS INCLUYE ACCESORIOS;COMERCIALES
22194;ALICIA ISABEL AGUILO MARTINEZ;CAMINO A QUILACO 3.5;ECOTURISMO- TREKKING FAMILIAR MEF;COMERCIALES
22196;CRUZ VALENZUELA LILIANA LUZ;AVDA. BERNARDO OHIGGINS 660 LOCAL 5†;VENTA DE REPUESTOS LUBRICANTES Y ACCESORIOS (APERTURA SUCURSAL EL 24/01/2012);COMERCIALES
22197;CLAUDIA ODETTE SEPULVEDA HERESMANN;COLO COLO 650;VENTA Y ELABORACION DE ALIMENTOS MEF;COMERCIALES
22199;XIMENA SAMUR† JORQUERA;LINCOYAN† 272;LAVANDERIA MEF;COMERCIALES
22200;TERMINAL NETWORK SYSTEMS LIMITADA;SECTOR EL CLARO COND. LOS SUE—OS 3-5;EMPRESA DE SERVICIOS INTEGRALES DE INFORMATICA;COMERCIALES
22201;CARI CHAMBILLA MARCO ANTONIO;MIGUEL ANSORENA† 450;BAZAR-PAQUETERIA-LENCERIA;COMERCIALES
22204;BENAVENTE HORMAZABAL EUGENIO RODRIGO;CAMINO INTERNACIONAL KM 25 SECTOR MENETUE;CABA—AS;COMERCIALES
22205;ELTIT KRAUSE SUSANA† ANGELICA;AVDA. BERNARDO OHIGGINS 255 LOCAL 4;VENTA DE PRENDAS DE VESTIR ACCESORIOS Y CALZADO;COMERCIALES
22206;DUNKLER VALENCIA† JUAN CARLOS;AVDA. BERNARDO OHIGGINS 335 - B;ARTESANIA;COMERCIALES
22210;DOMITILA YANET DIAZ MARTINEZ;CAMINO INTERNACIONAL 2250;VENTA DE CONFITES- BEBIDAS Y HELADOS ENVASADOS(MEF);COMERCIALES
22212;JORGE EDUARDO VELASQUEZ RIQUELME;PASAJE MONICA SABUGAL† 1350;VENTAS DE VIDRIOS Y ALUMINIO (MEF);COMERCIALES
22214;ROSARIO DEL CARMEN COLIPI MORA;QUELHUE RIO PLATA KM 8;RESTAURANT COMERCIAL (MEF);COMERCIALES
22216;JIM…NEZ DROGUETT PABLO ALEJANDRO;CAMINO AL VOLCAN† KM 8 FRENTE A CONAF;AGENCIA DE TURISMO - RENTA Y VENTA† EQUIPOS Y SERVICIOS PARA LA NIEVE- ARTESANIA- CONFITES-BEBIDAS HELADOS (MEF);COMERCIALES
22218;ARRUE MARI—ANCO MARISEL VALERIA;PALGUIN 523 B;MINIMARKET (SIN VENTA DE BEBIDAS ALCOHOLICAS);COMERCIALES
22226;SOCIEDAD COMERCIAL KIDO LIMITADA;FRESIA 224 LOCAL 3;VENTA† AL POR MENOR† DE PRENDAS DE VESTIR EN GENERAL INCLUYE ACCESORIOS;COMERCIALES
22227;ANGELICA DENISSE AYALEF AYALEF;CAMINO PUCON- CABURGUA† KM† 15;PROVISIONES Y FRUTERIA (MEF);COMERCIALES
22228;EDITH SUSANA RUIZ BUSTAMANTE;AVDA. BERNARDO OHIGGINS 910;ENCOMIENDAS (AGENTE COMISIONISTA);COMERCIALES
22229;COMERCIALIZADORA IMPORTADORA Y CONSTRUCTORA CASA FULL LTDA;FRESIA 223 LOCAL 2;MINIMERCADO (SIN VENTA DE BEBIDAS† ALCOHOLICAS);COMERCIALES
