"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 23, 2020","5,370.00","5,205.00","5,480.00","5,205.00","569.36K","0.00%"
"Jul 22, 2020","5,370.00","5,250.00","5,480.00","5,250.00","262.36K","2.29%"
"Jul 21, 2020","5,250.00","5,295.00","5,300.00","5,215.00","717.37K","0.96%"
"Jul 20, 2020","5,199.90","5,320.00","5,448.90","5,102.00","208.99K","-2.35%"
"Jul 17, 2020","5,325.00","5,405.00","5,550.00","5,316.10","196.17K","-4.89%"
"Jul 15, 2020","5,599.00","5,799.00","5,800.00","5,501.00","528.04K","-4.11%"
"Jul 14, 2020","5,839.00","5,614.50","5,839.00","5,550.30","588.89K","2.82%"
"Jul 13, 2020","5,679.00","5,500.00","5,679.00","5,500.00","1.38M","4.11%"
"Jul 10, 2020","5,455.00","5,600.00","5,600.00","5,300.00","113.55K","-2.61%"
"Jul 09, 2020","5,601.00","5,506.00","5,689.00","5,400.00","346.15K","-2.42%"
"Jul 08, 2020","5,740.00","5,750.00","5,800.00","5,644.10","161.04K","-0.17%"
"Jul 07, 2020","5,750.00","5,625.00","5,779.90","5,600.00","318.00K","0.52%"
"Jul 06, 2020","5,720.00","5,682.00","5,850.00","5,682.00","504.75K","1.09%"
"Jul 03, 2020","5,658.40","5,550.00","5,699.00","5,406.00","142.97K","0.76%"
"Jul 02, 2020","5,615.70","5,500.10","5,690.00","5,499.00","497.51K","2.27%"
"Jul 01, 2020","5,491.00","5,400.00","5,492.80","5,315.00","155.43K","3.60%"
"Jun 30, 2020","5,300.00","5,350.00","5,529.00","5,201.90","232.15K","0.38%"
"Jun 26, 2020","5,280.00","5,408.10","5,410.10","5,280.00","187.19K","-2.35%"
"Jun 25, 2020","5,407.10","5,352.00","5,549.00","5,270.00","167.11K","1.07%"
"Jun 24, 2020","5,350.10","5,397.20","5,397.40","5,260.00","1.07M","-0.88%"
"Jun 23, 2020","5,397.40","5,416.10","5,416.50","5,355.00","68.28K","-0.23%"
"Jun 22, 2020","5,410.00","5,508.00","5,599.00","5,350.30","347.17K","-1.73%"
"Jun 19, 2020","5,505.00","5,572.10","5,620.00","5,505.00","421.95K","-1.17%"
"Jun 18, 2020","5,570.00","5,505.00","5,600.00","5,470.00","1.19M","1.24%"
"Jun 17, 2020","5,502.00","5,640.00","5,758.00","5,420.10","944.54K","-1.75%"
"Jun 16, 2020","5,600.00","5,518.00","5,680.00","5,402.30","886.07K","1.82%"
"Jun 15, 2020","5,500.00","5,590.00","5,600.00","5,251.00","152.12K","-1.79%"
"Jun 12, 2020","5,600.00","5,650.00","5,700.00","5,505.40","351.15K","0.72%"
"Jun 11, 2020","5,560.00","5,590.00","5,600.00","5,400.00","932.78K","-1.68%"
"Jun 10, 2020","5,655.00","5,651.00","5,800.00","5,595.00","514.37K","0.98%"
"Jun 09, 2020","5,600.00","5,350.00","5,625.00","5,350.00","361.02K","2.01%"
"Jun 08, 2020","5,489.90","5,500.00","5,651.00","5,230.00","431.13K","1.70%"
"Jun 05, 2020","5,398.00","5,250.00","5,479.90","5,210.00","532.81K","3.83%"
"Jun 04, 2020","5,199.00","5,099.00","5,199.00","5,002.20","193.75K","1.96%"
"Jun 03, 2020","5,099.00","5,050.00","5,189.10","4,987.00","545.75K","1.98%"
"Jun 02, 2020","4,999.90","5,099.00","5,190.00","4,901.20","228.27K","-1.96%"
"Jun 01, 2020","5,100.00","5,090.00","5,149.90","4,900.20","763.72K","0.00%"
"May 29, 2020","5,100.00","4,900.10","5,100.00","4,750.00","807.41K","2.61%"
"May 28, 2020","4,970.10","5,190.00","5,190.00","4,950.00","198.40K","-4.38%"
"May 27, 2020","5,198.00","5,200.00","5,200.00","4,950.00","882.74K","1.92%"
"May 26, 2020","5,100.00","5,146.90","5,190.00","5,075.00","163.10K","0.79%"
"May 25, 2020","5,060.00","4,850.00","5,148.80","4,850.00","215.92K","2.74%"
"May 22, 2020","4,925.00","4,900.00","5,100.00","4,800.00","1.15M","0.59%"
"May 20, 2020","4,896.00","5,043.00","5,050.00","4,896.00","633.19K","-0.26%"
"May 19, 2020","4,909.00","5,025.54","5,235.75","4,819.80","854.68K","-0.73%"
"May 18, 2020","4,944.87","4,829.40","5,017.59","4,818.73","280.31K","5.55%"
"May 15, 2020","4,685.02","4,750.96","4,944.87","4,663.69","229.71K","-1.37%"
"May 14, 2020","4,749.99","4,644.30","4,828.62","4,605.52","357.65K","2.51%"
"May 13, 2020","4,633.64","4,712.17","4,867.21","4,508.56","584.66K","-1.57%"
"May 12, 2020","4,707.33","5,032.14","5,039.89","4,707.33","312.66K","-3.86%"
"May 11, 2020","4,896.39","4,776.17","4,993.45","4,776.17","722.15K","2.81%"
"May 08, 2020","4,762.59","5,235.75","5,235.85","4,762.59","341.57K","-7.76%"
"May 07, 2020","5,163.03","5,332.61","5,429.67","5,139.76","680.94K","0.47%"
"May 06, 2020","5,138.79","4,925.77","5,235.75","4,925.77","702.97K","5.37%"
"May 05, 2020","4,877.00","4,799.44","5,119.40","4,726.72","208.12K","5.23%"
"May 04, 2020","4,634.61","4,847.92","4,847.92","4,600.57","231.23K","-5.35%"
"Apr 30, 2020","4,896.39","4,925.48","4,925.48","4,751.15","277.76K","0.20%"
"Apr 29, 2020","4,886.70","4,654.97","4,944.78","4,654.97","411.45K","6.22%"
"Apr 28, 2020","4,600.67","4,421.40","4,605.52","4,421.40","511.87K","4.29%"
"Apr 27, 2020","4,411.60","4,363.12","4,605.52","4,256.47","280.56K","4.36%"
"Apr 24, 2020","4,227.48","4,314.64","4,324.34","4,227.48","204.37K","-1.36%"
"Apr 23, 2020","4,285.65","4,096.49","4,363.12","4,096.49","585.26K","4.69%"
"Apr 22, 2020","4,093.58","4,043.16","4,093.58","4,033.08","314.45K","4.22%"
"Apr 21, 2020","3,927.78","4,129.45","4,129.45","3,927.78","153.17K","-4.91%"
"Apr 20, 2020","4,130.42","4,177.93","4,226.41","4,066.33","169.99K","-1.16%"
"Apr 17, 2020","4,178.90","4,169.21","4,266.17","4,106.18","794.89K","3.11%"
"Apr 16, 2020","4,052.86","4,143.22","4,144.68","3,879.30","979.15K","-2.13%"
"Apr 15, 2020","4,141.09","4,281.68","4,281.68","4,141.09","211.03K","-3.28%"
"Apr 14, 2020","4,281.68","4,266.36","4,459.02","4,149.81","1.79M","0.36%"
"Apr 13, 2020","4,266.17","4,313.48","4,459.11","4,169.21","713.04K","-1.10%"
"Apr 09, 2020","4,313.58","4,222.53","4,222.53","4,072.25","490.48K","2.30%"
"Apr 08, 2020","4,216.72","4,023.77","4,217.69","4,012.13","338.13K","4.82%"
"Apr 07, 2020","4,022.80","4,363.12","4,508.56","4,000.69","689.00K","-6.76%"
"Apr 06, 2020","4,314.64","4,292.34","4,537.65","4,292.34","623.14K","1.62%"
"Apr 03, 2020","4,245.80","4,120.73","4,245.80","4,077.10","508.86K","6.55%"
"Apr 02, 2020","3,984.99","3,839.65","4,266.17","3,839.65","1.06M","4.05%"
"Apr 01, 2020","3,829.85","3,471.11","4,072.25","3,345.06","815.58K","9.12%"
"Mar 31, 2020","3,509.89","3,548.67","3,683.45","3,466.26","746.83K","2.75%"
"Mar 30, 2020","3,415.84","3,393.54","3,538.01","3,325.67","581.73K","3.01%"
"Mar 27, 2020","3,315.97","3,345.06","3,408.08","3,248.10","358.74K","-0.87%"
"Mar 26, 2020","3,345.06","3,186.05","3,538.01","3,185.08","724.63K","2.10%"
"Mar 25, 2020","3,276.22","3,131.75","3,392.57","3,042.45","1.07M","5.59%"
"Mar 24, 2020","3,102.67","3,088.22","3,307.25","3,088.22","2.32M","1.27%"
"Mar 23, 2020","3,063.88","3,063.88","3,266.62","2,957.23","333.91K","0.00%"
"Mar 20, 2020","3,063.88","3,102.67","3,393.44","3,063.88","1.29M","4.29%"
"Mar 19, 2020","2,937.84","2,909.72","3,393.54","2,860.46","520.59K","3.06%"
"Mar 18, 2020","2,850.57","3,222.89","3,224.83","2,850.57","1.41M","-11.61%"
"Mar 17, 2020","3,224.83","3,393.54","3,490.40","3,183.72","636.32K","0.78%"
"Mar 16, 2020","3,199.72","3,730.96","3,730.96","3,199.72","423.41K","-14.97%"
"Mar 13, 2020","3,762.95","3,927.88","4,308.83","3,727.08","218.87K","-3.10%"
"Mar 12, 2020","3,883.18","3,975.29","3,975.29","3,781.47","200.72K","-6.21%"
"Mar 11, 2020","4,140.12","4,271.01","4,363.03","4,140.12","737.19K","-3.06%"
"Mar 10, 2020","4,271.01","4,218.66","4,460.08","4,218.66","333.37K","1.26%"
"Mar 09, 2020","4,217.69","3,975.29","4,313.58","3,975.29","326.33K","-0.80%"
"Mar 06, 2020","4,251.72","4,295.25","4,360.21","4,140.12","195.73K","-1.01%"
"Mar 05, 2020","4,295.25","4,324.34","4,328.22","4,178.90","985.04K","-0.52%"
"Mar 04, 2020","4,317.55","4,266.17","4,363.12","4,266.17","687.30K","1.20%"
"Mar 03, 2020","4,266.17","4,363.32","4,440.69","4,244.83","652.79K","-2.00%"
"Mar 02, 2020","4,353.43","4,217.69","4,363.12","4,217.69","225.77K","4.31%"
"Feb 28, 2020","4,173.67","4,372.82","4,482.87","4,169.21","378.31K","-6.93%"
"Feb 27, 2020","4,484.32","4,547.34","4,557.04","4,377.67","451.34K","-1.66%"
"Feb 26, 2020","4,559.95","4,479.57","4,699.47","4,479.57","292.24K","-2.00%"
"Feb 25, 2020","4,652.93","4,693.27","4,712.17","4,639.46","160.80K","-0.86%"
"Feb 24, 2020","4,693.27","4,692.78","4,789.74","4,692.78","279.45K","-3.91%"
"Feb 21, 2020","4,884.27","4,678.24","4,886.70","4,678.24","145.49K","4.40%"
"Feb 20, 2020","4,678.24","4,741.26","4,741.26","4,678.24","75.03K","-1.51%"
"Feb 19, 2020","4,749.99","4,770.35","4,828.62","4,725.55","135.10K","-1.63%"
"Feb 18, 2020","4,828.52","4,865.37","4,886.79","4,759.29","271.76K","-1.14%"
"Feb 17, 2020","4,883.98","5,027.29","5,027.29","4,880.88","20.63K","-2.39%"
"Feb 14, 2020","5,003.44","5,012.84","5,012.84","4,852.76","25.36K","0.20%"
"Feb 13, 2020","4,993.35","5,027.29","5,027.29","4,985.31","116.65K","0.10%"
"Feb 12, 2020","4,988.50","5,061.22","5,136.75","4,857.61","133.27K","-1.44%"
"Feb 11, 2020","5,061.22","4,964.27","5,099.91","4,964.27","232.11K","1.46%"
"Feb 10, 2020","4,988.50","4,925.38","5,041.83","4,925.29","52.30K","1.28%"
"Feb 07, 2020","4,925.48","4,896.39","4,925.48","4,862.36","65.18K","1.05%"
"Feb 06, 2020","4,874.09","4,967.17","5,075.77","4,810.10","133.61K","-1.86%"
"Feb 05, 2020","4,966.30","5,216.36","5,216.36","4,966.30","168.14K","-1.69%"
"Feb 04, 2020","5,051.53","5,090.31","5,138.79","5,043.96","91.32K","-0.38%"
"Feb 03, 2020","5,070.92","5,090.31","5,225.76","5,003.05","136.32K","-0.38%"
"Jan 31, 2020","5,090.31","4,945.94","5,187.27","4,945.94","297.06K","1.94%"
"Jan 30, 2020","4,993.35","5,022.44","5,069.95","4,944.87","481.01K","-0.58%"
"Jan 29, 2020","5,022.44","5,007.99","5,070.92","5,007.90","373.85K","0.29%"
"Jan 28, 2020","5,007.90","5,090.31","5,095.16","5,007.90","66.53K","-1.52%"
"Jan 27, 2020","5,085.08","5,138.79","5,148.49","5,041.83","42.20K","-2.52%"
"Jan 24, 2020","5,216.36","5,164.68","5,262.90","5,164.68","39.21K","1.33%"
"Jan 23, 2020","5,147.90","5,090.31","5,284.13","5,090.31","67.72K","0.53%"
"Jan 22, 2020","5,120.85","5,136.85","5,136.95","5,109.70","91.57K","-0.31%"
"Jan 21, 2020","5,136.85","5,303.52","5,303.52","5,124.34","255.14K","-2.80%"
"Jan 20, 2020","5,285.00","5,284.23","5,313.31","5,235.75","690.92K","0.01%"
"Jan 17, 2020","5,284.23","5,270.27","5,363.73","5,270.27","235.25K","-0.64%"
"Jan 16, 2020","5,318.16","5,440.33","5,440.33","5,235.85","301.74K","-3.26%"
"Jan 15, 2020","5,497.54","5,623.58","5,623.58","5,430.34","392.07K","-4.19%"
"Jan 14, 2020","5,737.99","5,429.67","5,737.99","5,235.75","176.39K","5.68%"
"Jan 13, 2020","5,429.67","5,574.13","5,574.13","5,332.71","192.27K","-2.59%"
"Jan 10, 2020","5,574.13","5,429.67","5,575.10","5,386.03","158.02K","2.66%"
"Jan 09, 2020","5,429.67","5,393.79","5,429.67","5,332.80","170.30K","0.67%"
"Jan 08, 2020","5,393.79","5,332.71","5,395.73","5,314.28","433.86K","1.15%"
"Jan 07, 2020","5,332.71","5,304.49","5,343.37","5,303.62","411.30K","0.53%"
"Jan 06, 2020","5,304.49","5,332.71","5,352.10","5,232.06","252.63K","-0.53%"
"Jan 03, 2020","5,332.71","5,235.75","5,352.10","5,097.39","373.85K","1.85%"
"Jan 02, 2020","5,235.75","5,185.33","5,294.80","5,138.79","188.11K","0.97%"
"Dec 30, 2019","5,185.33","5,205.69","5,259.99","4,994.42","48.76K","-0.39%"
"Dec 27, 2019","5,205.69","5,098.26","5,220.14","5,041.83","115.52K","2.11%"
"Dec 26, 2019","5,098.26","5,173.31","5,429.67","5,090.31","29.09K","-1.45%"
"Dec 24, 2019","5,173.31","5,182.42","5,211.51","5,171.76","217.87K","-0.18%"
"Dec 23, 2019","5,182.42","5,356.95","5,429.67","5,143.64","143.82K","-3.26%"
"Dec 20, 2019","5,356.95","5,478.24","5,526.62","5,235.75","1.33M","6.84%"
"Dec 19, 2019","5,013.81","4,799.34","5,041.93","4,771.42","375.47K","4.47%"
"Dec 18, 2019","4,799.34","4,895.42","4,935.18","4,702.48","1.38M","-1.96%"
"Dec 17, 2019","4,895.42","5,089.24","5,090.12","4,895.42","429.11K","-3.81%"
"Dec 16, 2019","5,089.24","5,124.25","5,255.14","5,051.53","80.03K","-0.68%"
"Dec 13, 2019","5,124.25","5,061.22","5,216.36","5,100.01","666.33K","1.25%"
"Dec 12, 2019","5,061.22","4,993.35","5,323.01","5,041.83","525.05K","1.36%"
"Dec 11, 2019","4,993.35","5,138.79","5,235.75","4,915.79","446.11K","-1.54%"
"Dec 10, 2019","5,071.40","5,120.17","5,274.53","5,071.40","126.40K","-0.95%"
"Dec 09, 2019","5,120.17","5,167.88","5,216.36","5,095.26","298.55K","-0.92%"
"Dec 06, 2019","5,167.88","5,057.35","5,204.72","5,057.35","238.00K","2.19%"
"Dec 05, 2019","5,057.35","5,031.17","5,215.39","5,042.80","192.11K","0.52%"
"Dec 04, 2019","5,031.17","4,779.85","5,119.30","4,779.08","245.61K","5.26%"
"Dec 03, 2019","4,779.85","4,750.96","4,813.98","4,750.96","776.52K","0.61%"
"Dec 02, 2019","4,750.96","4,732.54","4,896.39","4,731.56","835.81K","0.39%"
"Nov 29, 2019","4,732.54","4,847.92","5,090.31","4,702.38","184.83K","-2.38%"
"Nov 28, 2019","4,847.92","4,944.87","4,945.94","4,702.48","143.44K","-1.09%"
"Nov 27, 2019","4,901.24","5,036.01","5,138.79","4,847.92","766.91K","-2.68%"
"Nov 26, 2019","5,036.01","5,153.33","5,303.62","4,857.61","770.13K","-2.28%"
"Nov 25, 2019","5,153.33","5,330.77","5,381.19","5,153.33","130.15K","-3.33%"
"Nov 22, 2019","5,330.77","5,381.19","5,425.79","5,235.75","545.29K","-0.94%"
"Nov 21, 2019","5,381.19","5,332.71","5,381.19","5,158.18","355.53K","0.91%"
"Nov 20, 2019","5,332.71","5,495.60","5,526.62","5,285.20","891.17K","-2.96%"
"Nov 19, 2019","5,495.60","5,621.64","5,623.58","5,387.00","95.15K","-2.24%"
"Nov 18, 2019","5,621.64","5,744.78","5,914.46","5,429.67","166.68K","-2.14%"
"Nov 15, 2019","5,744.78","5,013.33","5,914.46","5,332.71","527.97K","14.59%"
"Nov 14, 2019","5,013.33","5,046.68","5,356.95","4,847.92","253.17K","-0.66%"
"Nov 13, 2019","5,046.68","5,360.82","5,274.24","5,046.68","216.59K","-5.86%"
"Nov 12, 2019","5,360.82","5,284.23","5,505.29","5,041.83","226.46K","1.45%"
"Nov 11, 2019","5,284.23","5,424.72","5,424.72","5,190.18","78.56K","-2.59%"
"Nov 08, 2019","5,424.72","5,507.23","5,528.56","5,353.07","157.39K","-1.50%"
"Nov 07, 2019","5,507.23","5,312.35","5,507.23","5,332.71","214.88K","3.67%"
"Nov 06, 2019","5,312.35","5,429.67","5,312.35","4,993.35","149.92K","-2.16%"
"Nov 05, 2019","5,429.67","5,623.58","5,621.64","5,398.54","247.77K","-3.45%"
"Nov 04, 2019","5,623.58","5,624.55","5,846.58","5,526.62","185.95K","-0.02%"
"Oct 30, 2019","5,624.55","5,914.46","5,720.54","5,572.48","276.73K","-4.90%"
"Oct 29, 2019","5,914.46","6,059.89","6,156.75","5,836.89","115.87K","-2.40%"
"Oct 28, 2019","6,059.89","6,051.17","6,108.28","6,012.48","134.28K","0.14%"
"Oct 25, 2019","6,051.17","6,219.88","6,156.75","5,982.42","212.72K","-2.71%"
"Oct 24, 2019","6,219.88","6,240.24","6,331.38","5,960.90","503.43K","-0.33%"
"Oct 23, 2019","6,240.24","6,337.97","6,467.02","6,161.80","117.35K","-1.54%"
"Oct 22, 2019","6,337.97","6,302.29","6,341.17","6,012.38","165.11K","0.57%"
"Oct 21, 2019","6,302.29","6,772.44","6,748.30","6,282.90","136.63K","-6.94%"
"Oct 18, 2019","6,772.44","6,635.83","6,772.44","6,651.34","94.88K","2.06%"
"Oct 17, 2019","6,635.83","6,530.04","6,723.96","6,447.73","158.01K","1.62%"
"Oct 16, 2019","6,530.04","6,447.73","6,534.89","6,418.64","62.85K","1.28%"
"Oct 15, 2019","6,447.73","6,408.85","6,544.69","6,355.62","751.40K","0.61%"
"Oct 14, 2019","6,408.85","6,302.29","6,467.12","6,205.33","43.51K","1.69%"
"Oct 11, 2019","6,302.29","6,131.64","6,302.29","6,131.64","116.54K","2.78%"
"Oct 10, 2019","6,131.64","6,313.83","6,326.53","6,113.22","189.06K","-2.89%"
"Oct 09, 2019","6,313.83","6,297.44","6,438.03","6,292.59","192.22K","0.26%"
"Oct 08, 2019","6,297.44","6,187.98","6,297.44","6,132.61","207.61K","1.77%"
"Oct 07, 2019","6,187.98","6,192.92","6,282.90","6,016.26","61.42K","-0.08%"
"Oct 04, 2019","6,192.92","6,109.44","6,253.81","6,108.37","126.10K","1.37%"
"Oct 03, 2019","6,109.44","6,108.37","6,113.22","5,933.85","541.19K","0.02%"
"Oct 02, 2019","6,108.37","6,109.34","6,113.22","6,016.26","124.17K","-0.02%"
"Oct 01, 2019","6,109.34","6,198.83","6,234.42","6,021.11","81.16K","-1.44%"
"Sep 30, 2019","6,198.83","6,303.26","6,307.14","6,108.37","343.50K","-1.66%"
"Sep 27, 2019","6,303.26","6,234.42","6,389.46","6,234.42","89.46K","1.10%"
"Sep 26, 2019","6,234.42","6,216.09","6,331.38","6,205.33","69.13K","0.29%"
"Sep 25, 2019","6,216.09","6,291.33","6,282.90","6,110.31","72.56K","-1.20%"
"Sep 24, 2019","6,291.33","6,229.57","6,292.59","6,156.85","76.54K","0.99%"
"Sep 23, 2019","6,229.57","6,229.67","6,399.05","5,962.94","287.80K","-0.00%"
"Sep 17, 2019","6,229.67","6,447.73","6,447.63","6,229.67","635.20K","-3.38%"
"Sep 16, 2019","6,447.73","6,307.14","6,593.07","6,307.23","200.79K","2.23%"
"Sep 13, 2019","6,307.14","6,088.98","6,350.77","6,025.96","96.51K","3.58%"
"Sep 12, 2019","6,088.98","6,019.27","6,195.63","6,019.27","309.66K","1.16%"
"Sep 11, 2019","6,019.27","5,912.61","6,069.49","5,891.96","151.03K","1.80%"
"Sep 10, 2019","5,912.61","5,875.67","6,001.72","5,790.16","166.06K","0.63%"
"Sep 09, 2019","5,875.67","5,836.60","5,982.33","5,778.23","102.76K","0.67%"
"Sep 06, 2019","5,836.60","5,870.83","5,961.97","5,788.41","103.16K","-0.58%"
"Sep 05, 2019","5,870.83","5,800.05","5,948.39","5,782.98","129.38K","1.22%"
"Sep 04, 2019","5,800.05","5,762.23","5,883.43","5,762.23","94.80K","0.94%"
"Sep 03, 2019","5,745.75","6,013.55","6,010.44","5,745.75","25.04K","-4.45%"
"Sep 02, 2019","6,013.55","6,092.86","6,091.79","5,972.24","47.02K","-1.30%"
"Aug 30, 2019","6,092.86","5,817.50","6,108.37","5,836.89","167.90K","4.73%"
"Aug 29, 2019","5,817.50","5,575.10","5,817.50","5,589.65","87.54K","4.35%"
"Aug 28, 2019","5,575.10","5,516.93","5,682.44","5,458.75","144.30K","1.05%"
"Aug 27, 2019","5,516.93","5,619.31","5,677.68","5,513.05","1.11M","-1.82%"
"Aug 26, 2019","5,619.31","5,670.12","5,800.05","5,527.69","53.63K","-0.90%"
"Aug 23, 2019","5,670.12","5,798.11","5,865.98","5,623.58","421.25K","-2.21%"
"Aug 22, 2019","5,798.11","5,857.35","5,953.24","5,744.78","337.49K","-1.01%"
"Aug 21, 2019","5,857.35","5,856.48","5,976.51","5,856.28","181.16K","0.01%"
"Aug 20, 2019","5,856.48","5,720.54","6,000.46","5,720.54","198.49K","0.34%"
"Aug 19, 2019","5,836.50","5,827.19","5,997.84","5,827.19","217.94K","0.16%"
"Aug 16, 2019","5,827.19","5,839.80","5,992.02","5,827.19","94.88K","-0.22%"
"Aug 14, 2019","5,839.80","5,924.15","6,021.11","5,741.87","127.37K","-1.42%"
"Aug 13, 2019","5,924.15","5,919.30","6,040.50","5,919.21","173.80K","0.08%"
"Aug 12, 2019","5,919.30","5,982.42","6,088.98","5,886.44","61.70K","-1.06%"
"Aug 09, 2019","5,982.42","6,137.36","6,215.03","5,934.82","116.30K","-2.52%"
"Aug 08, 2019","6,137.36","5,880.52","6,174.60","5,886.34","135.20K","4.37%"
"Aug 07, 2019","5,880.52","5,886.92","5,992.02","5,769.02","249.14K","-0.11%"
"Aug 06, 2019","5,886.92","5,885.37","6,061.93","5,885.37","292.98K","0.03%"
"Aug 05, 2019","5,885.37","6,108.37","5,925.12","5,817.40","333.42K","-3.65%"
"Aug 02, 2019","6,108.37","6,205.33","6,204.36","5,895.06","146.38K","-1.56%"
"Aug 01, 2019","6,205.33","6,253.81","6,282.90","6,166.55","78.54K","-0.78%"
"Jul 31, 2019","6,253.81","6,253.81","6,302.29","6,176.24","121.67K","0.00%"
"Jul 30, 2019","6,253.81","6,191.27","6,301.22","6,191.27","64.18K","0.00%"
"Jul 29, 2019","6,253.81","6,234.42","6,301.32","6,166.55","73.79K","0.31%"
"Jul 26, 2019","6,234.42","6,203.39","6,442.78","6,079.29","63.15K","0.50%"
"Jul 25, 2019","6,203.39","6,216.97","6,447.73","6,157.82","185.25K","-0.22%"
"Jul 24, 2019","6,216.97","6,311.98","6,313.92","6,205.33","48.92K","-1.51%"
"Jul 23, 2019","6,311.98","6,370.16","6,397.31","6,311.98","77.82K","-0.91%"
"Jul 22, 2019","6,370.16","6,384.70","6,496.21","6,350.77","183.85K","-0.23%"
"Jul 19, 2019","6,384.70","6,452.58","6,617.40","6,370.16","113.99K","-1.05%"
"Jul 18, 2019","6,452.58","6,463.24","6,563.88","6,428.33","50.85K","-0.17%"
"Jul 17, 2019","6,463.24","6,612.56","6,661.04","6,457.42","89.33K","-2.26%"
"Jul 15, 2019","6,612.56","6,612.56","6,641.64","6,545.65","69.16K","0.00%"
"Jul 12, 2019","6,612.56","6,680.43","6,680.62","6,554.38","420.68K","-1.02%"
"Jul 11, 2019","6,680.43","6,688.18","6,710.48","6,666.08","86.16K","-0.12%"
"Jul 10, 2019","6,688.18","6,669.76","6,767.69","6,673.06","88.37K","0.28%"
"Jul 09, 2019","6,669.76","6,689.15","6,689.15","6,621.28","129.50K","-0.29%"
"Jul 08, 2019","6,689.15","6,690.12","6,690.12","6,602.86","31.55K","-0.01%"
"Jul 05, 2019","6,690.12","6,733.75","6,784.95","6,583.27","38.04K","-0.65%"
"Jul 04, 2019","6,733.75","6,737.63","6,787.08","6,733.75","34.82K","-0.06%"
"Jul 03, 2019","6,737.63","6,516.57","6,737.63","6,593.26","72.69K","3.39%"
"Jul 02, 2019","6,516.57","6,642.61","6,699.82","6,516.57","92.64K","-1.90%"
"Jul 01, 2019","6,642.61","6,690.32","6,738.70","6,642.61","36.19K","-0.71%"
"Jun 28, 2019","6,690.32","6,719.21","6,719.21","6,651.34","90.84K","-0.43%"
"Jun 27, 2019","6,719.21","6,728.13","6,785.14","6,602.96","49.40K","-0.13%"
"Jun 26, 2019","6,728.13","6,737.54","6,737.54","6,631.85","66.86K","-0.14%"
"Jun 25, 2019","6,737.54","6,719.99","6,782.23","6,642.71","151.44K","0.26%"
"Jun 24, 2019","6,719.99","6,601.50","6,738.60","6,601.50","129.75K","1.79%"
"Jun 21, 2019","6,601.50","6,544.69","6,639.61","6,515.60","390.92K","0.87%"
"Jun 20, 2019","6,544.69","6,568.92","6,592.97","6,408.94","185.26K","-0.37%"
"Jun 19, 2019","6,568.92","6,433.18","6,592.19","6,381.21","59.76K","2.11%"
"Jun 18, 2019","6,433.18","6,534.99","6,681.30","6,430.27","129.66K","-1.56%"
"Jun 17, 2019","6,534.99","6,678.49","6,724.06","6,534.99","50.99K","-2.15%"
"Jun 14, 2019","6,678.49","6,651.44","6,738.60","6,544.69","84.16K","0.41%"
"Jun 13, 2019","6,651.44","6,767.69","6,733.66","6,646.49","512.02K","-1.72%"
"Jun 12, 2019","6,767.69","6,786.11","6,834.40","6,699.82","69.51K","-0.27%"
"Jun 11, 2019","6,786.11","6,681.40","6,787.08","6,690.12","164.89K","1.57%"
"Jun 10, 2019","6,681.40","6,598.98","6,757.99","6,602.86","82.27K","1.25%"
"Jun 07, 2019","6,598.98","6,690.12","6,690.22","6,598.98","194.88K","-1.36%"
"Jun 06, 2019","6,690.12","6,884.04","6,884.04","6,651.34","269.51K","-0.72%"
"Jun 05, 2019","6,738.60","6,748.30","6,748.30","6,580.56","237.53K","-0.14%"
"Jun 04, 2019","6,748.30","6,767.69","6,767.69","6,617.99","61.89K","-0.29%"
"Jun 03, 2019","6,767.69","6,563.11","6,767.69","6,569.89","69.07K","3.12%"
"May 31, 2019","6,563.11","6,544.69","6,709.51","6,399.25","256.31K","0.28%"
"May 30, 2019","6,544.69","6,496.21","6,593.16","6,447.73","289.84K","0.75%"
"May 29, 2019","6,496.21","6,458.39","6,757.90","6,458.39","426.92K","0.59%"
"May 28, 2019","6,458.39","6,530.14","6,709.42","6,458.39","471.83K","-1.10%"
"May 27, 2019","6,530.14","6,593.26","6,591.23","6,496.21","306.01K","-0.96%"
"May 24, 2019","6,593.26","6,598.01","6,641.55","6,555.54","62.40K","-0.07%"
"May 23, 2019","6,598.01","6,661.04","6,737.54","6,516.57","355.76K","-0.95%"
"May 22, 2019","6,661.04","6,641.64","6,787.08","6,602.86","290.21K","0.29%"
"May 20, 2019","6,641.64","6,564.17","6,641.64","6,483.60","460.45K","1.18%"
"May 17, 2019","6,564.17","6,593.16","6,680.43","6,520.45","98.74K","-0.44%"
"May 16, 2019","6,593.16","6,592.19","6,657.64","6,447.73","280.27K","0.88%"
"May 15, 2019","6,535.96","6,594.33","6,682.17","6,468.09","177.79K","-0.89%"
"May 14, 2019","6,594.33","6,502.02","6,689.15","6,496.21","242.34K","1.42%"
"May 13, 2019","6,502.02","6,661.04","6,658.61","6,496.30","133.37K","-2.39%"
"May 10, 2019","6,661.04","6,604.12","6,690.32","6,603.83","266.96K","0.86%"
"May 09, 2019","6,604.12","6,722.12","6,738.50","6,604.12","212.98K","-1.76%"
"May 08, 2019","6,722.12","6,738.60","6,738.60","6,622.25","108.42K","-0.24%"
"May 07, 2019","6,738.60","6,694.97","6,884.04","6,593.16","220.76K","0.66%"
